Entry	Entry Name	Protein names	Organism	Organism (ID)
A0A024SC78	CUTI1_HYPJR	Cutinase (EC 3.1.1.74)	Hypocrea jecorina (strain ATCC 56765 / BCRC 32924 / NRRL 11460 / Rut C-30) (Trichoderma reesei)	1344414
A0A2J8C362	CUTI1_VERDA	Cutinase 11 (EC 3.1.1.74) (VdCUT11)	Verticillium dahliae (Verticillium wilt)	27337
A6WFI5	CUTI_KINRD	Cutinase (EC 3.1.1.74) (KrCUT)	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	266940
E9LVH9	PETH2_THECS	Cutinase 2 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida cellulosilytica	144786
F7IX06	PETH2_THEAE	Cutinase est2 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101) (TaCut2)	Thermobifida alba (Thermomonospora alba)	53522
G8GER6	PETH1_THEFU	Cutinase cut1 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida fusca (Thermomonospora fusca)	2021
G9BY57	PETH_UNKP	Leaf-branch compost cutinase (LC-cutinase) (LCC) (EC 3.1.1.74) (PET-digesting enzyme) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Unknown prokaryotic organism	2725
O06319	CULP4_MYCTU	Phospholipase Culp4 (EC 3.1.1.-) (Cutinase-like protein 4) (Culp4)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
O53581	CULP6_MYCTU	Carboxylesterase/lipase Culp6 (EC 3.1.1.-) (Cell wall lipase) (Cutinase-like protein 6) (Culp6)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P00590	CUTI1_FUSVN	Cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Fusarium vanettenii (Neocosmospora pisi)	2747968
P0DX29	PETH1_AMYMS	Cutinase (EC 3.1.1.74) (AML) (AmCut) (Lipase) (EC 3.1.1.1, EC 3.1.1.3)	Amycolatopsis mediterranei (strain S699) (Nocardia mediterranei)	713604
P11373	CUTI1_COLGL	Cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Colletotrichum gloeosporioides (Anthracnose fungus) (Glomerella cingulata)	474922
P52956	CUTI1_ASPOR	Cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1) (L1)	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516
P9WP43	CULP1_MYCTU	Carboxylesterase Culp1 (EC 3.1.1.-) (CFP21) (Cutinase-like protein 1) (Culp1)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q47RJ6	PETH2_THEFY	Cutinase (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida fusca (strain YX)	269800
Q5AVY9	CUTI2_EMENI	Cutinase 2 (EC 3.1.1.74) (Ancut2) (Cutin hydrolase 2)	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	227321
Q6A0I4	PETH2_THEFU	Cutinase cut2 (TfCut2) (EC 3.1.1.74) (Acetylxylan esterase) (BTA-hydrolase 1) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida fusca (Thermomonospora fusca)	2021
A8QPD8	CUTI1_TRIHA	Cutinase cut1 (EC 3.1.1.74) (Thcut1)	Trichoderma harzianum (Hypocrea lixii)	5544
B9U443	CUTI1_COPCI	Cutinase CUT1 (EC 3.1.1.74) (CcCUT1)	Coprinopsis cinerea (Inky cap fungus) (Hormographiella aspergillata)	5346
D4Q9N1	PETH1_THEAE	Cutinase est1 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida alba (Thermomonospora alba)	53522
E9LVH8	PETH1_THECS	Cutinase 1 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida cellulosilytica	144786
G4MZV6	CUTI2_PYRO7	Cutinase CUT2 (EC 3.1.1.74)	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	242507
O07801	CHP1_MYCTU	SL1278 acyltransferase Chp1 (EC 2.3.1.284) (Cutinase-like hydrolase protein)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P10951	CUTI_COLTU	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Colletotrichum truncatum (Anthracnose fungus) (Colletotrichum capsici)	5467
P86010	CUTI1_COLKA	Cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Colletotrichum kahawae (Coffee berry disease fungus)	34407
P9WP41	CULP2_MYCTU	Probable carboxylesterase Culp2 (EC 3.1.1.-) (CFP25) (Cutinase-like protein 2) (Culp2)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q00298	CUTI_BOTFU	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Botryotinia fuckeliana (Noble rot fungus) (Botrytis cinerea)	40559
Q47RJ7	PETH1_THEFY	Cutinase (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida fusca (strain YX)	269800
Q5AX00	CUTI3_EMENI	Cutinase 3 (EC 3.1.1.74) (Ancut3) (Cutin hydrolase 3)	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	227321
Q79FA4	CULP7_MYCTU	Probable carboxylesterase Culp7 (EC 3.1.1.-) (Cutinase-like protein 7) (Culp7)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q9Y7G8	CUTI_PYRBR	Cutinase pbc1 (EC 3.1.1.74) (Cutin hydrolase)	Pyrenopeziza brassicae	76659
A0A017SIZ4	A0A017SIZ4_ASPRC	Cutinase (EC 3.1.1.74)	Aspergillus ruber (strain CBS 135680)	1388766
A0A074YWU9	A0A074YWU9_AURSE	Cutinase (EC 3.1.1.74)	Aureobasidium subglaciale (strain EXF-2481) (Aureobasidium pullulans var. subglaciale)	1043005
A0A090MGW0	A0A090MGW0_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium clavum	2594811
A0A098DTU5	A0A098DTU5_GIBZE	Cutinase (EC 3.1.1.74)	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	229533
A0A0A2JE47	A0A0A2JE47_PENEN	cutinase (EC 3.1.1.74)	Penicillium expansum (Blue mold rot fungus)	27334
A0A0B7K9D6	A0A0B7K9D6_BIOOC	Cutinase (EC 3.1.1.74)	Bionectria ochroleuca (Gliocladium roseum)	29856
A0A0C4DM00	A0A0C4DM00_MAGP6	Cutinase (EC 3.1.1.74)	Magnaporthiopsis poae (strain ATCC 64411 / 73-15) (Kentucky bluegrass fungus) (Magnaporthe poae)	644358
A0A0F4GU40	A0A0F4GU40_9PEZI	Cutinase (EC 3.1.1.74)	Zymoseptoria brevis	1047168
A0A0F4YEY0	A0A0F4YEY0_RASE3	Cutinase (EC 3.1.1.74)	Rasamsonia emersonii (strain ATCC 16479 / CBS 393.64 / IMI 116815)	1408163
A0A0F9X9J5	A0A0F9X9J5_TRIHA	Cutinase (EC 3.1.1.74)	Trichoderma harzianum (Hypocrea lixii)	5544
A0A0G2E261	A0A0G2E261_9PEZI	Cutinase (EC 3.1.1.74)	Diplodia seriata	420778
A0A0G2IG14	A0A0G2IG14_9PEZI	Cutinase (EC 3.1.1.74)	Diaporthe ampelina	1214573
A0A0G4LDC1	A0A0G4LDC1_VERLO	Cutinase (EC 3.1.1.74)	Verticillium longisporum (Verticillium dahliae var. longisporum)	100787
A0A0G4NIC6	A0A0G4NIC6_VERLO	Cutinase (EC 3.1.1.74)	Verticillium longisporum (Verticillium dahliae var. longisporum)	100787
A0A0G4PUR7	A0A0G4PUR7_PENC3	cutinase (EC 3.1.1.74)	Penicillium camemberti (strain FM 013)	1429867
A0A0J9VK42	A0A0J9VK42_FUSO4	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. lycopersici (strain 4287 / CBS 123668 / FGSC 9935 / NRRL 34936) (Fusarium vascular wilt of tomato)	426428
A0A0L1J803	A0A0L1J803_ASPN3	Cutinase (EC 3.1.1.74)	Aspergillus nomiae NRRL (strain ATCC 15546 / NRRL 13137 / CBS 260.88 / M93)	1509407
A0A0M8P7D6	A0A0M8P7D6_9EURO	cutinase (EC 3.1.1.74)	Penicillium nordicum	229535
A0A0M9F2Q6	A0A0M9F2Q6_FUSLA	Cutinase (EC 3.1.1.74)	Fusarium langsethiae	179993
A0A0W0GAT5	A0A0W0GAT5_MONRR	cutinase (EC 3.1.1.74)	Moniliophthora roreri (Frosty pod rot fungus) (Monilia roreri)	221103
A0A100IIR3	A0A100IIR3_ASPNG	cutinase (EC 3.1.1.74)	Aspergillus niger	5061
A0A100IKI7	A0A100IKI7_ASPNG	Cutinase (EC 3.1.1.74)	Aspergillus niger	5061
A0A101MR00	A0A101MR00_PENFR	cutinase (EC 3.1.1.74)	Penicillium freii	48697
A0A135LXQ5	A0A135LXQ5_PENPA	cutinase (EC 3.1.1.74)	Penicillium patulum (Penicillium griseofulvum)	5078
A0A135S481	A0A135S481_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum salicis	1209931
A0A136J6A4	A0A136J6A4_9PEZI	Cutinase (EC 3.1.1.74)	Microdochium bolleyi	196109
A0A139H225	A0A139H225_9PEZI	Cutinase (EC 3.1.1.74)	Pseudocercospora eumusae	321146
A0A146FG51	A0A146FG51_ASPKA	Cutinase (EC 3.1.1.74)	Aspergillus kawachii (White koji mold) (Aspergillus awamori var. kawachi)	1069201
A0A167XND6	A0A167XND6_PENCH	cutinase (EC 3.1.1.74)	Penicillium chrysogenum (Penicillium notatum)	5076
A0A194W0G6	A0A194W0G6_CYTMA	Cutinase (EC 3.1.1.74)	Cytospora mali (Apple Valsa canker fungus) (Valsa mali)	578113
A0A1B5L1F9	A0A1B5L1F9_USTVR	Cutinase (EC 3.1.1.74)	Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens)	1159556
A0A1B8B4L3	A0A1B8B4L3_FUSPO	Cutinase (EC 3.1.1.74)	Fusarium poae	36050
A0A1C3YIV2	A0A1C3YIV2_GIBZE	Cutinase (EC 3.1.1.74)	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	229533
A0A1E3BKU6	A0A1E3BKU6_ASPCR	Cutinase (EC 3.1.1.74)	Aspergillus cristatus (Chinese Fuzhuan brick tea-fermentation fungus) (Eurotium cristatum)	573508
A0A1F5LFA5	A0A1F5LFA5_PENAI	Cutinase (EC 3.1.1.74)	Penicillium arizonense	1835702
A0A1F7ZNN2	A0A1F7ZNN2_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus bombycis	109264
A0A1J9RZ58	A0A1J9RZ58_9PEZI	Cutinase (EC 3.1.1.74)	Diplodia corticola	236234
A0A1J9S341	A0A1J9S341_9PEZI	Cutinase (EC 3.1.1.74)	Diplodia corticola	236234
A0A1L7TWJ2	A0A1L7TWJ2_FUSMA	Cutinase (EC 3.1.1.74)	Fusarium mangiferae (Mango malformation disease fungus)	192010
A0A1L7V3S0	A0A1L7V3S0_FUSPR	Cutinase (EC 3.1.1.74)	Fusarium proliferatum (strain ET1) (Orchid endophyte fungus)	1227346
A0A1L9NKL0	A0A1L9NKL0_ASPTC	Cutinase (EC 3.1.1.74)	Aspergillus tubingensis (strain CBS 134.48)	767770
A0A1M3TC72	A0A1M3TC72_ASPLC	Cutinase (EC 3.1.1.74)	Aspergillus luchuensis (strain CBS 106.47)	1137211
A0A1R3RAC0	A0A1R3RAC0_ASPC5	Cutinase (EC 3.1.1.74)	Aspergillus carbonarius (strain ITEM 5010)	602072
A0A1S9RVN2	A0A1S9RVN2_PENBI	Cutinase (EC 3.1.1.74)	Penicillium brasilianum	104259
A0A1V6NJN1	A0A1V6NJN1_PENPO	cutinase (EC 3.1.1.74)	Penicillium polonicum	60169
A0A1V6Q0G8	A0A1V6Q0G8_9EURO	Cutinase (EC 3.1.1.74)	Penicillium antarcticum	416450
A0A1V6RKG7	A0A1V6RKG7_9EURO	cutinase (EC 3.1.1.74)	Penicillium solitum	60172
A0A1V6TCM4	A0A1V6TCM4_9EURO	Cutinase (EC 3.1.1.74)	Penicillium steckii	303698
A0A1V6TXJ4	A0A1V6TXJ4_9EURO	cutinase (EC 3.1.1.74)	Penicillium flavigenum	254877
A0A1V6YEY5	A0A1V6YEY5_PENNA	cutinase (EC 3.1.1.74)	Penicillium nalgiovense	60175
A0A1V6YI47	A0A1V6YI47_PENNA	cutinase (EC 3.1.1.74)	Penicillium nalgiovense	60175
A0A1V8TUH0	A0A1V8TUH0_9PEZI	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Cryoendolithus antarcticus	1507870
A0A1Y6L6D1	A0A1Y6L6D1_ZYMTR	Cutinase (EC 3.1.1.74)	Zymoseptoria tritici ST99CH_1A5	1276529
A0A1Z5SLJ0	A0A1Z5SLJ0_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii EXF-2000	1157616
A0A1Z5T029	A0A1Z5T029_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii EXF-2000	1157616
A0A1Z5TB42	A0A1Z5TB42_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii EXF-2000	1157616
A0A1Z5TJQ9	A0A1Z5TJQ9_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii EXF-2000	1157616
A0A1Z5TTD0	A0A1Z5TTD0_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii EXF-2000	1157616
A0A2H1FN55	A0A2H1FN55_ZYMTR	Cutinase (EC 3.1.1.74)	Zymoseptoria tritici ST99CH_1E4	1276532
A0A2H3HRH4	A0A2H3HRH4_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. radicis-cucumerinum	327505
A0A2H3SV99	A0A2H3SV99_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum (Fusarium vascular wilt)	5507
A0A2I2G3D5	A0A2I2G3D5_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus steynii IBT 23096	1392250
A0A2I2GLW0	A0A2I2GLW0_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus steynii IBT 23096	1392250
A0A2J6QV25	A0A2J6QV25_HYAVF	Cutinase (EC 3.1.1.74)	Hyaloscypha variabilis (strain UAMH 11265 / GT02V1 / F) (Meliniomyces variabilis)	1149755
A0A2K0W6I5	A0A2K0W6I5_GIBNY	Cutinase (EC 3.1.1.74)	Gibberella nygamai (Bean root rot disease fungus) (Fusarium nygamai)	42673
A0A2K1QGH0	A0A2K1QGH0_9PEZI	Cutinase (EC 3.1.1.74)	Sphaceloma murrayae	2082308
A0A2L2T3Q7	A0A2L2T3Q7_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium venenatum	56646
A0A2P5HJM6	A0A2P5HJM6_DIAHE	Cutinase (EC 3.1.1.74)	Diaporthe helianthi	158607
A0A2P7YEU1	A0A2P7YEU1_9PEZI	Cutinase (EC 3.1.1.74)	Elsinoe australis	40998
A0A2T2NE53	A0A2T2NE53_CORCC	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Corynespora cassiicola Philippines	1448308
A0A2T3ACM7	A0A2T3ACM7_9PEZI	Cutinase (EC 3.1.1.74)	Coniella lustricola	2025994
A0A2T4HAI9	A0A2T4HAI9_FUSCU	Cutinase (EC 3.1.1.74)	Fusarium culmorum	5516
A0A2U3DZK7	A0A2U3DZK7_PURLI	Cutinase (EC 3.1.1.74)	Purpureocillium lilacinum (Paecilomyces lilacinus)	33203
A0A2W1DFW0	A0A2W1DFW0_9PLEO	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Pyrenophora tritici-repentis	45151
A0A317X6E5	A0A317X6E5_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus sclerotioniger CBS 115572	1450535
A0A318ZBM0	A0A318ZBM0_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus saccharolyticus JOP 1030-1	1450539
A0A319C9I2	A0A319C9I2_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus uvarum CBS 121591	1448315
A0A319CBV2	A0A319CBV2_ASPVC	Cutinase (EC 3.1.1.74)	Aspergillus vadensis (strain CBS 113365 / IMI 142717 / IBT 24658)	1448311
A0A364N0H4	A0A364N0H4_STELY	Cutinase (EC 3.1.1.74)	Stemphylium lycopersici (Tomato gray leaf spot disease fungus) (Thyrospora lycopersici)	183478
A0A365MS55	A0A365MS55_GIBIN	Cutinase (EC 3.1.1.74)	Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	948311
A0A366SC12	A0A366SC12_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium coffeatum	231269
A0A395GHT6	A0A395GHT6_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus ibericus CBS 121593	1448316
A0A395MZH9	A0A395MZH9_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium flagelliforme	2675880
A0A395RJW9	A0A395RJW9_FUSSP	Cutinase (EC 3.1.1.74)	Fusarium sporotrichioides	5514
A0A395RVG2	A0A395RVG2_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium longipes	694270
A0A3D8RFV8	A0A3D8RFV8_9HELO	Cutinase (EC 3.1.1.74)	Coleophoma cylindrospora	1849047
A0A3D8RKW1	A0A3D8RKW1_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus mulundensis	1810919
A0A3L6P5M3	A0A3L6P5M3_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. cepae	396571
A0A3M6XC17	A0A3M6XC17_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M6XLZ0	A0A3M6XLZ0_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M6YBD7	A0A3M6YBD7_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M6YXB7	A0A3M6YXB7_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M6ZB58	A0A3M6ZB58_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M6ZKJ9	A0A3M6ZKJ9_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M6ZVB5	A0A3M6ZVB5_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M6ZZL0	A0A3M6ZZL0_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7B868	A0A3M7B868_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7BKV3	A0A3M7BKV3_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7C1E9	A0A3M7C1E9_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7CCN9	A0A3M7CCN9_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7CVQ4	A0A3M7CVQ4_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7DBF4	A0A3M7DBF4_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7DRG9	A0A3M7DRG9_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7EE03	A0A3M7EE03_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7EGK9	A0A3M7EGK9_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7EGY9	A0A3M7EGY9_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7ER26	A0A3M7ER26_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7EV30	A0A3M7EV30_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7EW33	A0A3M7EW33_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7FWR3	A0A3M7FWR3_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7G418	A0A3M7G418_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7G5Y6	A0A3M7G5Y6_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7GYY0	A0A3M7GYY0_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7H0Y5	A0A3M7H0Y5_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7H8I0	A0A3M7H8I0_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7HCW0	A0A3M7HCW0_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7HEC2	A0A3M7HEC2_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7I6P1	A0A3M7I6P1_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7IG51	A0A3M7IG51_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7ILY7	A0A3M7ILY7_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7J4W4	A0A3M7J4W4_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7J8F3	A0A3M7J8F3_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A3M7JBW5	A0A3M7JBW5_HORWE	Cutinase (EC 3.1.1.74)	Hortaea werneckii (Black yeast) (Cladosporium werneckii)	91943
A0A420NRT6	A0A420NRT6_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum (Fusarium vascular wilt)	5507
A0A420PQY5	A0A420PQY5_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum (Fusarium vascular wilt)	5507
A0A420SFI8	A0A420SFI8_GIBIN	Cutinase (EC 3.1.1.74)	Gibberella intermedia (Bulb rot disease fungus) (Fusarium proliferatum)	948311
A0A4E9ENN3	A0A4E9ENN3_GIBZA	Cutinase (EC 3.1.1.74)	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	5518
A0A4Q2W9R9	A0A4Q2W9R9_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. narcissi	451672
A0A4Q4SSH7	A0A4Q4SSH7_9PLEO	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Alternaria arborescens	156630
A0A4S3JLE8	A0A4S3JLE8_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus tanneri	1220188
A0A4S8SEH4	A0A4S8SEH4_AURPU	Cutinase (EC 3.1.1.74)	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580
A0A4S8Z703	A0A4S8Z703_AURPU	Cutinase (EC 3.1.1.74)	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580
A0A4S9EN84	A0A4S9EN84_AURPU	Cutinase (EC 3.1.1.74)	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580
A0A4S9M012	A0A4S9M012_AURPU	Cutinase (EC 3.1.1.74)	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580
A0A4S9T109	A0A4S9T109_AURPU	Cutinase (EC 3.1.1.74)	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580
A0A4S9WUN2	A0A4S9WUN2_AURPU	Cutinase (EC 3.1.1.74)	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580
A0A4S9X5S7	A0A4S9X5S7_AURPU	Cutinase (EC 3.1.1.74)	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580
A0A4T0BKX6	A0A4T0BKX6_AURPU	Cutinase (EC 3.1.1.74)	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580
A0A4T0CU86	A0A4T0CU86_AURPU	Cutinase (EC 3.1.1.74)	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580
A0A4U0TJQ6	A0A4U0TJQ6_9PEZI	Cutinase (EC 3.1.1.74)	Salinomyces thailandicus	706561
A0A4U0TZC6	A0A4U0TZC6_9PEZI	Cutinase (EC 3.1.1.74)	Salinomyces thailandicus	706561
A0A4U0UB91	A0A4U0UB91_9PEZI	Cutinase (EC 3.1.1.74)	Salinomyces thailandicus	706561
A0A4U7AP53	A0A4U7AP53_9PEZI	Cutinase (EC 3.1.1.74)	Elsinoe australis	40998
A0A4U9ER75	A0A4U9ER75_GIBZA	Cutinase (EC 3.1.1.74)	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	5518
A0A4V1C7S7	A0A4V1C7S7_PYROR	Cutinase (EC 3.1.1.74)	Pyricularia oryzae (Rice blast fungus) (Magnaporthe oryzae)	318829
A0A4V4IBG3	A0A4V4IBG3_AURPU	Cutinase (EC 3.1.1.74)	Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	5580
A0A4Z1P3T0	A0A4Z1P3T0_9PEZI	Cutinase (EC 3.1.1.74)	Venturia nashicola	86259
A0A4Z1PCH0	A0A4Z1PCH0_9PEZI	Cutinase (EC 3.1.1.74)	Venturia nashicola	86259
A0A4Z1PSH0	A0A4Z1PSH0_9PEZI	Cutinase (EC 3.1.1.74)	Venturia nashicola	86259
A0A507DBT8	A0A507DBT8_9FUNG	Cutinase (EC 3.1.1.74)	Synchytrium endobioticum	286115
A0A517L0X3	A0A517L0X3_9PEZI	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Venturia effusa	50376
A0A517L5J7	A0A517L5J7_9PEZI	Cutinase (EC 3.1.1.74)	Venturia effusa	50376
A0A517LCX5	A0A517LCX5_9PEZI	Cutinase (EC 3.1.1.74)	Venturia effusa	50376
