Entry	Entry Name	Protein names	Organism	Organism (ID)
A0A559L1V9	A0A559L1V9_FUSOC	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. cubense	61366
A0A559LAJ7	A0A559LAJ7_FUSOC	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. cubense	61366
A0A5C6STW8	A0A5C6STW8_FUSOC	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. cubense	61366
A0A5C6SYS2	A0A5C6SYS2_FUSOC	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. cubense	61366
A0A5N5DA88	A0A5N5DA88_9PEZI	Cutinase (EC 3.1.1.74)	Lasiodiplodia theobromae	45133
A0A5N6HAQ8	A0A5N6HAQ8_ASPFL	Cutinase (EC 3.1.1.74)	Aspergillus flavus	5059
A0A5N6JC83	A0A5N6JC83_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus minisclerotigenes	656917
A0A5N6TL99	A0A5N6TL99_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus avenaceus	36643
A0A5N6TT50	A0A5N6TT50_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus avenaceus	36643
A0A6A5UD25	A0A6A5UD25_9PLEO	Cutinase (EC 3.1.1.74)	Byssothecium circinans	147558
A0A6A6D350	A0A6A6D350_ZASCE	Cutinase (EC 3.1.1.74)	Zasmidium cellare ATCC 36951	1080233
A0A6A6HWJ1	A0A6A6HWJ1_9PLEO	Cutinase (EC 3.1.1.74)	Trematosphaeria pertusa	390896
A0A6A6U7K6	A0A6A6U7K6_9PEZI	Cutinase (EC 3.1.1.74)	Microthyrium microscopicum	703497
A0A6G1FWJ7	A0A6G1FWJ7_9PEZI	Cutinase (EC 3.1.1.74)	Eremomyces bilateralis CBS 781.70	1392243
A0A6G1G4Q1	A0A6G1G4Q1_9PEZI	Cutinase (EC 3.1.1.74)	Eremomyces bilateralis CBS 781.70	1392243
A0A6G1GIT3	A0A6G1GIT3_9PEZI	Cutinase (EC 3.1.1.74)	Aulographum hederae CBS 113979	1176131
A0A6G1GLJ4	A0A6G1GLJ4_9PEZI	Cutinase (EC 3.1.1.74)	Aulographum hederae CBS 113979	1176131
A0A6G1HNA7	A0A6G1HNA7_9PEZI	Cutinase (EC 3.1.1.74)	Trichodelitschia bisporula	703511
A0A6G1HPA6	A0A6G1HPA6_9PEZI	Cutinase (EC 3.1.1.74)	Trichodelitschia bisporula	703511
A0A6G1HPJ6	A0A6G1HPJ6_9PEZI	Cutinase (EC 3.1.1.74)	Trichodelitschia bisporula	703511
A0A6G1HY92	A0A6G1HY92_9PEZI	Cutinase (EC 3.1.1.74)	Trichodelitschia bisporula	703511
A0A7R7VRR7	A0A7R7VRR7_ASPCH	Cutinase (EC 3.1.1.74)	Aspergillus chevalieri (Eurotium chevalieri)	182096
A0A7R8AV91	A0A7R8AV91_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus puulaauensis	1220207
A0A7S8DEY3	A0A7S8DEY3_FUSCU	Cutinase (EC 3.1.1.74)	Fusarium culmorum	5516
A0A7S8HWX6	A0A7S8HWX6_FUSCU	Cutinase (EC 3.1.1.74)	Fusarium culmorum	5516
A0A8H3U1M3	A0A8H3U1M3_VENIN	Cutinase (EC 3.1.1.74)	Venturia inaequalis (Apple scab fungus)	5025
A0A8H3UAV2	A0A8H3UAV2_VENIN	Cutinase (EC 3.1.1.74)	Venturia inaequalis (Apple scab fungus)	5025
A0A8H3YS28	A0A8H3YS28_VENIN	Cutinase (EC 3.1.1.74)	Venturia inaequalis (Apple scab fungus)	5025
A0A8H4IJF8	A0A8H4IJF8_9PEZI	Cutinase (EC 3.1.1.74)	Botryosphaeria dothidea	55169
A0A8H4JVP4	A0A8H4JVP4_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium acutatum	78861
A0A8H4NUW8	A0A8H4NUW8_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium austroafricanum	2364996
A0A8H4T9L9	A0A8H4T9L9_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium gaditjirri	282569
A0A8H4W4A3	A0A8H4W4A3_9HELO	Cutinase (EC 3.1.1.74)	Cudoniella acicularis	354080
A0A8H4XA55	A0A8H4XA55_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium sarcochroum	1208366
A0A8H4XJC8	A0A8H4XJC8_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium zealandicum	1053134
A0A8H4ZF68	A0A8H4ZF68_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium anthophilum	48485
A0A8H5J756	A0A8H5J756_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium mexicanum	751941
A0A8H5N0Q8	A0A8H5N0Q8_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium phyllophilum	47803
A0A8H5NLG4	A0A8H5NLG4_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium napiforme	42672
A0A8H5PKL4	A0A8H5PKL4_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium pseudocircinatum	56676
A0A8H5PLW9	A0A8H5PLW9_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium pseudoanthophilum	48495
A0A8H5PSX2	A0A8H5PSX2_GIBSU	Cutinase (EC 3.1.1.74)	Gibberella subglutinans (Fusarium subglutinans)	42677
A0A8H5RCN8	A0A8H5RCN8_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium tjaetaba	1567544
A0A8H5TEQ3	A0A8H5TEQ3_FUSCI	Cutinase (EC 3.1.1.74)	Fusarium circinatum (Pitch canker fungus) (Gibberella circinata)	48490
A0A8H5TLN7	A0A8H5TLN7_FUSHE	Cutinase (EC 3.1.1.74)	Fusarium heterosporum	42747
A0A8H5XLF4	A0A8H5XLF4_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium denticulatum	48507
A0A8H5Y177	A0A8H5Y177_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium globosum	78864
A0A8H5YXE2	A0A8H5YXE2_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium mundagurra	1567541
A0A8H6H2G3	A0A8H6H2G3_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. conglutinans	100902
A0A8H6PSV7	A0A8H6PSV7_9EURO	Cutinase (EC 3.1.1.74)	Aspergillus hiratsukae	1194566
A0A8J5UIJ5	A0A8J5UIJ5_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. raphani	96318
A0A8J8WJ12	A0A8J8WJ12_9EURO	Cutinase (EC 3.1.1.74)	Penicillium ucsense	2839758
A0A8K0KT85	A0A8K0KT85_9PEZI	Cutinase (EC 3.1.1.74)	Elsinoe batatas	2601811
A0A8K0L9X3	A0A8K0L9X3_9PEZI	Cutinase (EC 3.1.1.74)	Elsinoe batatas	2601811
A0A8K0SA54	A0A8K0SA54_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium tricinctum	61284
A0A8T8X6B2	A0A8T8X6B2_ASPJA	Cutinase (EC 3.1.1.74)	Aspergillus japonicus CBS 114.51	1448312
A0A9N8RI59	A0A9N8RI59_GIBZA	Cutinase (EC 3.1.1.74)	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	5518
A0A9N9KM89	A0A9N9KM89_9HELO	Cutinase (EC 3.1.1.74)	Hymenoscyphus fraxineus	746836
A0A9N9LCP2	A0A9N9LCP2_9HELO	Cutinase (EC 3.1.1.74)	Hymenoscyphus fraxineus	746836
A0A9N9LRE3	A0A9N9LRE3_9HELO	Cutinase (EC 3.1.1.74)	Hymenoscyphus albidus	595503
A0A9N9Z0X0	A0A9N9Z0X0_9HYPO	Cutinase (EC 3.1.1.74)	Clonostachys solani	160281
A0A9P4MID0	A0A9P4MID0_9PEZI	Cutinase (EC 3.1.1.74)	Myriangium duriaei CBS 260.36	1168546
A0A9P4NHA4	A0A9P4NHA4_9PEZI	Cutinase (EC 3.1.1.74)	Tothia fuscella	1048955
A0A9P4TBT9	A0A9P4TBT9_CURKU	Cutinase (EC 3.1.1.74)	Curvularia kusanoi (Cochliobolus kusanoi)	90978
A0A9P5ACS9	A0A9P5ACS9_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium beomiforme	44412
A0A9P5EHM8	A0A9P5EHM8_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium agapanthi	1803897
A0A9P5L653	A0A9P5L653_9HYPO	Cutinase (EC 3.1.1.74)	Cylindrodendrum hubeiense	595255
A0A9P7KW54	A0A9P7KW54_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium avenaceum	40199
A0A9P7LFQ5	A0A9P7LFQ5_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium xylarioides	221167
A0A9P7RJB1	A0A9P7RJB1_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum scovillei	1209932
A0A9P8DRL3	A0A9P8DRL3_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium musae	1042133
A0A9P8E8T0	A0A9P8E8T0_AURME	Cutinase (EC 3.1.1.74)	Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)	46634
A0A9P8EEX7	A0A9P8EEX7_AURME	Cutinase (EC 3.1.1.74)	Aureobasidium melanogenum (Aureobasidium pullulans var. melanogenum)	46634
A0A9P9DWD9	A0A9P9DWD9_9PLEO	Cutinase (EC 3.1.1.74)	Dendryphion nanum	256645
A0A9P9EQT6	A0A9P9EQT6_9HYPO	Cutinase (EC 3.1.1.74)	Dactylonectria estremocensis	1079267
A0A9P9KYD7	A0A9P9KYD7_FUSRE	Cutinase (EC 3.1.1.74)	Fusarium redolens	48865
A0A9Q8L8Z2	A0A9Q8L8Z2_PASFU	Cutinase (EC 3.1.1.74)	Passalora fulva (Tomato leaf mold) (Cladosporium fulvum)	5499
A0A9Q8WKU3	A0A9Q8WKU3_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum lupini	145971
A0A9Q8ZJB9	A0A9Q8ZJB9_CURCL	Cutinase (EC 3.1.1.74)	Curvularia clavata	95742
A0A9Q9ELL9	A0A9Q9ELL9_9PEZI	Cutinase (EC 3.1.1.74)	Septoria linicola	215465
A0A9W4HGM8	A0A9W4HGM8_PENOL	Cutinase (EC 3.1.1.74)	Penicillium olsonii	99116
A0A9W4INT3	A0A9W4INT3_9EURO	Cutinase (EC 3.1.1.74)	Penicillium salamii	1612424
A0A9W4NNB5	A0A9W4NNB5_9EURO	Cutinase (EC 3.1.1.74)	Penicillium salamii	1612424
A0A9W4NXG0	A0A9W4NXG0_9EURO	Cutinase (EC 3.1.1.74)	Penicillium salamii	1612424
A0A9W7W322	A0A9W7W322_9PEZI	Cutinase (EC 3.1.1.74)	Teratosphaeria destructans	418781
A0A9W8U9A6	A0A9W8U9A6_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium irregulare	2494466
A0A9W8VH35	A0A9W8VH35_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium torreyae	1237075
A0A9W8YPH7	A0A9W8YPH7_9PEZI	Cutinase (EC 3.1.1.74)	Gnomoniopsis smithogilvyi	1191159
A0A9W9CDB1	A0A9W9CDB1_9PLEO	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Didymosphaeria variabile	1932322
A0A9W9NLH8	A0A9W9NLH8_PENCI	Cutinase (EC 3.1.1.74)	Penicillium citrinum	5077
A0A9W9R2N0	A0A9W9R2N0_PENBR	Cutinase (EC 3.1.1.74)	Penicillium brevicompactum	5074
A0A9W9RN59	A0A9W9RN59_PENBR	Cutinase (EC 3.1.1.74)	Penicillium brevicompactum	5074
A0A9W9S8F5	A0A9W9S8F5_9EURO	cutinase (EC 3.1.1.74)	Penicillium concentricum	293559
A0A9W9VSU7	A0A9W9VSU7_9EURO	Cutinase (EC 3.1.1.74)	Penicillium cosmopolitanum	1131564
A0A9W9XHG1	A0A9W9XHG1_9EURO	Cutinase (EC 3.1.1.74)	Penicillium diatomitis	2819901
A0AA40CGM9	A0AA40CGM9_9PEZI	Cutinase (EC 3.1.1.74)	Lasiodiplodia hormozganensis	869390
A0AA97NN23	A0AA97NN23_PYRO3	Cutinase (EC 3.1.1.74)	Pyricularia oryzae (strain Y34) (Rice blast fungus) (Magnaporthe oryzae)	1143189
A0AA97PFW6	A0AA97PFW6_PYRO3	Cutinase (EC 3.1.1.74)	Pyricularia oryzae (strain Y34) (Rice blast fungus) (Magnaporthe oryzae)	1143189
A0AAD6IF84	A0AAD6IF84_PENCN	Cutinase (EC 3.1.1.74)	Penicillium canescens	5083
A0AAD6Z6D0	A0AAD6Z6D0_9AGAR	Cutinase (EC 3.1.1.74)	Mycena albidolilacea	1033008
A0AAD9S5E7	A0AAD9S5E7_PHOAM	Cutinase (EC 3.1.1.74)	Phomopsis amygdali (Fusicoccum amygdali)	1214568
A0AAE0DRB7	A0AAE0DRB7_9LECA	Cutinase (EC 3.1.1.74)	Lepraria neglecta	209136
A0AAE8M8L2	A0AAE8M8L2_9HYPO	Cutinase (EC 3.1.1.74)	Fusarium torulosum	33205
A0AAN5C2R9	A0AAN5C2R9_ASPOZ	cutinase (EC 3.1.1.74)	Aspergillus oryzae (Yellow koji mold)	5062
A0AAN5Z264	A0AAN5Z264_FUSAU	Cutinase (EC 3.1.1.74)	Fusarium austroamericanum	282268
A0AAN5Z703	A0AAN5Z703_FUSAU	Cutinase (EC 3.1.1.74)	Fusarium austroamericanum	282268
A0AAN7CMV1	A0AAN7CMV1_9PEZI	Cutinase (EC 3.1.1.74)	Corynascus novoguineensis	1126955
A0AAV9JXN6	A0AAV9JXN6_9PEZI	Cutinase (EC 3.1.1.74)	Oleoguttula mirabilis	1507867
A0AAW0CSE7	A0AAW0CSE7_9AGAR	Cutinase (EC 3.1.1.74)	Paramarasmius palmivorus	297713
A1C9G0	CUTI3_ASPCL	Probable cutinase 3 (EC 3.1.1.74) (Cutin hydrolase 3)	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	344612
A1CSZ4	CUTI1_ASPCL	Probable cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	344612
A1CVT3	CUTI2_NEOFI	Probable cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	331117
A1D9W1	CUTI3_NEOFI	Probable cutinase 3 (EC 3.1.1.74) (Cutin hydrolase 3)	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	331117
A1DGN0	CUTI1_NEOFI	Probable cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Neosartorya fischeri (strain ATCC 1020 / DSM 3700 / CBS 544.65 / FGSC A1164 / JCM 1740 / NRRL 181 / WB 181) (Aspergillus fischerianus)	331117
A2R2W3	CUTI1_ASPNC	Probable cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011
A5ABE6	CUTI2_ASPNC	Probable cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011
B0XRY3	CUTI1_ASPFC	Probable cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	451804
B0Y537	CUTI2_ASPFC	Probable cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	451804
B0YEP5	CUTI3_ASPFC	Probable cutinase 3 (EC 3.1.1.74) (Cutin hydrolase 3)	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)	451804
B2W6J7	B2W6J7_PYRTR	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Pyrenophora tritici-repentis (strain Pt-1C-BFP) (Wheat tan spot fungus) (Drechslera tritici-repentis)	426418
B6H2E9	CUTI2_PENRW	Probable cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	500485
B6H497	B6H497_PENRW	cutinase (EC 3.1.1.74)	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	500485
B6HLS9	CUTI1_PENRW	Probable cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)	500485
B8MVS3	CUTI1_ASPFN	Probable cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	332952
B8NBB2	CUTI2_ASPFN	Probable cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	332952
B8NCM8	CUTI3_ASPFN	Probable cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	332952
C8VJF5	CUTI4_EMENI	Cutinase 4 (EC 3.1.1.74) (Ancut4)	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	227321
F0UXS0	F0UXS0_CLAGR	Cutinase (EC 3.1.1.74)	Cladonia grayi (Gray's cup lichen)	27339
F9FSI0	F9FSI0_FUSOF	Cutinase (EC 3.1.1.74)	Fusarium oxysporum (strain Fo5176) (Fusarium vascular wilt)	660025
G0RH85	CUTI1_HYPJQ	Cutinase (EC 3.1.1.74)	Hypocrea jecorina (strain QM6a) (Trichoderma reesei)	431241
G3Y192	G3Y192_ASPNA	Cutinase (EC 3.1.1.74)	Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7)	380704
G4MR24	G4MR24_PYRO7	Cutinase (EC 3.1.1.74)	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	242507
I1RD78	I1RD78_GIBZE	Cutinase (EC 3.1.1.74)	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	229533
K1X9E7	K1X9E7_MARBU	Cutinase (EC 3.1.1.74)	Marssonina brunnea f. sp. multigermtubi (strain MB_m1) (Marssonina leaf spot fungus)	1072389
K3V1C0	K3V1C0_FUSPC	Cutinase (EC 3.1.1.74)	Fusarium pseudograminearum (strain CS3096) (Wheat and barley crown-rot fungus)	1028729
L7J281	L7J281_PYRO1	Cutinase (EC 3.1.1.74)	Pyricularia oryzae (strain P131) (Rice blast fungus) (Magnaporthe oryzae)	1143193
L7J6Z8	L7J6Z8_PYRO1	Cutinase (EC 3.1.1.74)	Pyricularia oryzae (strain P131) (Rice blast fungus) (Magnaporthe oryzae)	1143193
N1QM35	N1QM35_SPHMS	Cutinase (EC 3.1.1.74)	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	692275
N1RGI5	N1RGI5_FUSC4	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	2502994
N1S459	N1S459_FUSC4	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. cubense (strain race 4) (Panama disease fungus)	2502994
N4UMM6	N4UMM6_FUSC1	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. cubense (strain race 1) (Panama disease fungus)	1229664
O06793	CULP5_MYCTU	Probable carboxylesterase Culp5 (EC 3.1.1.-) (Cutinase-like protein 5) (Culp5)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
P29292	CUTI_DIDRA	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Didymella rabiei (Chickpea ascochyta blight fungus) (Mycosphaerella rabiei)	5454
P30272	CUTI1_PYRO7	Cutinase CUT1 (EC 3.1.1.74) (Cutin hydrolase)	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	242507
P41744	CUTI_ALTBR	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Alternaria brassicicola (Dark leaf spot agent)	29001
P86011	CUTI2_COLGL	Cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Colletotrichum gloeosporioides (Anthracnose fungus) (Glomerella cingulata)	474922
P86012	CUTI2_COLKA	Cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Colletotrichum kahawae (Coffee berry disease fungus)	34407
P9WP39	CULP3_MYCTU	Probable carboxylesterase Culp3 (EC 3.1.1.-) (Cutinase-like protein 3) (Culp3)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q0CD01	CUTI1_ASPTN	Probable cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	341663
Q0CES4	CUTI2_ASPTN	Probable cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	341663
Q0CNE3	CUTI3_ASPTN	Probable cutinase 3 (EC 3.1.1.74) (Cutin hydrolase 3)	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	341663
Q0CRP4	CUTI5_ASPTN	Probable cutinase 5 (EC 3.1.1.74) (Cutin hydrolase 5)	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	341663
Q0CW01	CUTI4_ASPTN	Probable cutinase 4 (EC 3.1.1.74) (Cutin hydrolase 4)	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	341663
Q2GRL9	Q2GRL9_CHAGB	Cutinase (EC 3.1.1.74)	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	306901
Q2TZY7	CUTI2_ASPOR	Probable cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516
Q2U199	CUTI3_ASPOR	Probable cutinase 3 (EC 3.1.1.74) (Cutin hydrolase 3)	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516
Q2UIR7	Q2UIR7_ASPOR	Cutinase (EC 3.1.1.74)	Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold)	510516
Q4W9Z4	CUTI3_ASPFU	Probable cutinase 3 (EC 3.1.1.74) (Cutin hydrolase 3)	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879
Q4WQV2	CUTI2_ASPFU	Probable cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879
Q4X078	Q4X078_ASPFU	Cutinase (EC 3.1.1.74)	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879
Q4X1N0	CUTI1_ASPFU	Probable cutinase 1 (EC 3.1.1.74) (Cutin hydrolase 1)	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293) (Neosartorya fumigata)	330879
Q5B2C1	CUTI1_EMENI	Cutinase 1 (EC 3.1.1.74) (Ancut1) (Cutin hydrolase 1)	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	227321
Q8TGB8	CUTI_MONFR	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Monilinia fructicola (Brown rot fungus) (Ciboria fructicola)	38448
Q8X1P1	CUTI_BLUHO	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Blumeria hordei (Barley powdery mildew) (Blumeria graminis f. sp. hordei)	2867405
Q96US9	CUTI3_FUSVN	Cutinase 3 (EC 3.1.1.74) (Cutin hydrolase 3)	Fusarium vanettenii (Neocosmospora pisi)	2747968
Q96UT0	CUTI2_FUSVN	Cutinase 2 (EC 3.1.1.74) (Cutin hydrolase 2)	Fusarium vanettenii (Neocosmospora pisi)	2747968
Q99174	CUTI_FUSSC	Cutinase (EC 3.1.1.74) (Cutin hydrolase)	Fusarium solani subsp. cucurbitae (Neocosmosporum cucurbitae)	2747967
R1E5S6	R1E5S6_BOTPV	Cutinase (EC 3.1.1.74)	Botryosphaeria parva (strain UCR-NP2) (Grapevine canker fungus) (Neofusicoccum parvum)	1287680
S0DK74	S0DK74_GIBF5	Cutinase (EC 3.1.1.74)	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) (Bakanae and foot rot disease fungus) (Fusarium fujikuroi)	1279085
S7ZH20	S7ZH20_PENO1	Cutinase (EC 3.1.1.74)	Penicillium oxalicum (strain 114-2 / CGMCC 5302) (Penicillium decumbens)	933388
W6YHF0	W6YHF0_COCC2	Cutinase (EC 3.1.1.74)	Cochliobolus carbonum (strain 26-R-13) (Maize leaf spot fungus) (Bipolaris zeicola)	930089
W7MFN3	W7MFN3_GIBM7	Cutinase (EC 3.1.1.74)	Gibberella moniliformis (strain M3125 / FGSC 7600) (Maize ear and stalk rot fungus) (Fusarium verticillioides)	334819
W9HHG6	W9HHG6_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum NRRL 32931	660029
W9QA39	W9QA39_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. pisi HDV247	1080344
X0ARD0	X0ARD0_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. melonis 26406	1089452
X0CGW5	X0CGW5_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. raphani 54005	1089458
X0J6T4	X0J6T4_FUSO5	Cutinase (EC 3.1.1.74)	Fusarium odoratissimum (strain NRRL 54006)	1089451
X0JSG5	X0JSG5_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. conglutinans race 2 54008	1089457
X0K8L2	X0K8L2_FUSO5	Cutinase (EC 3.1.1.74)	Fusarium odoratissimum (strain NRRL 54006)	1089451
X0M6F0	X0M6F0_FUSOX	Cutinase (EC 3.1.1.74)	Fusarium oxysporum f. sp. vasinfectum 25433	1089449
A0A010QTQ3	A0A010QTQ3_9PEZI	cutinase (EC 3.1.1.74)	Colletotrichum fioriniae PJ7	1445577
A0A010R3Q4	A0A010R3Q4_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum fioriniae PJ7	1445577
A0A010R5E9	A0A010R5E9_9PEZI	cutinase (EC 3.1.1.74)	Colletotrichum fioriniae PJ7	1445577
A0A010R6X3	A0A010R6X3_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum fioriniae PJ7	1445577
A0A010R9F3	A0A010R9F3_9PEZI	Cutinase (EC 3.1.1.74)	Colletotrichum fioriniae PJ7	1445577
