Entry	Entry Name	Protein names	Organism	Organism (ID)
A0A8J0SWG9	A0A8J0SWG9_XENTR	Nucleic acid dioxygenase ALKBH1 (EC 1.14.11.33) (EC 1.14.11.51) (EC 4.2.99.18) (Alkylated DNA repair protein alkB homolog 1) (Alpha-ketoglutarate-dependent dioxygenase ABH1) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase ALKBH1) (DNA lyase ABH1) (DNA oxidative demethylase ALKBH1) (mRNA N(3)-methylcytidine demethylase)	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	8364
P05050	ALKB_ECOLI	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Escherichia coli (strain K12)	83333
P12691	ALKB_ECTOL	Alkane 1-monooxygenase (EC 1.14.15.3) (Alkane hydroxylase) (AHs) (Terminal alkane hydroxylase)	Ectopseudomonas oleovorans (Pseudomonas oleovorans)	301
Q640F9	Q640F9_XENLA	Nucleic acid dioxygenase ALKBH1 (EC 1.14.11.33) (EC 1.14.11.51) (EC 4.2.99.18) (Alkylated DNA repair protein alkB homolog 1) (Alpha-ketoglutarate-dependent dioxygenase ABH1) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase ALKBH1) (DNA lyase ABH1) (DNA oxidative demethylase ALKBH1) (mRNA N(3)-methylcytidine demethylase)	Xenopus laevis (African clawed frog)	8355
Q0VKZ3	ALKB1_ALCBS	Alkane 1-monooxygenase 1 (EC 1.14.15.3) (Alkane hydroxylase) (AHs) (Terminal alkane hydroxylase)	Alcanivorax borkumensis (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2)	393595
Q0VTH3	ALKB2_ALCBS	Alkane 1-monooxygenase 2 (EC 1.14.15.3) (Alkane hydroxylase) (AHs) (Terminal alkane hydroxylase)	Alcanivorax borkumensis (strain ATCC 700651 / DSM 11573 / NCIMB 13689 / SK2)	393595
A0A016TQ52	A0A016TQ52_9BILA	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase (EC 2.1.1.229) (Alkylated DNA repair protein alkB homolog 8) (S-adenosyl-L-methionine-dependent tRNA methyltransferase ALKBH8)	Ancylostoma ceylanicum	53326
A0A078LF36	A0A078LF36_CITKO	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Citrobacter koseri (Citrobacter diversus)	545
A0A081CT00	A0A081CT00_9HYPH	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Agrobacterium rubi TR3 = NBRC 13261	1368415
A0A085AFL3	A0A085AFL3_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Trabulsiella guamensis ATCC 49490	1005994
A0A085GGC6	A0A085GGC6_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Buttiauxella agrestis ATCC 33320	1006004
A0A087FPU4	A0A087FPU4_KLEVA	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella variicola	244366
A0A090UXV8	A0A090UXV8_PSEVU	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudescherichia vulneris NBRC 102420	1115515
A0A0C7KCM9	A0A0C7KCM9_KLEPN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella pneumoniae	573
A0A0D7LU12	A0A0D7LU12_CITFR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Citrobacter freundii	546
A0A0F6B3Z4	A0A0F6B3Z4_SALT1	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella typhimurium (strain 14028s / SGSC 2262)	588858
A0A0H2WNG9	A0A0H2WNG9_SALPA	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	295319
A0A0H3ATV7	A0A0H3ATV7_BRUO2	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Brucella ovis (strain ATCC 25840 / 63/290 / NCTC 10512)	444178
A0A0H3GAK7	A0A0H3GAK7_BRUSU	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Brucella suis biovar 1 (strain 1330)	204722
A0A0H3KXT1	A0A0H3KXT1_PANAA	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pantoea ananatis (strain AJ13355)	932677
A0A0H3NNR6	A0A0H3NNR6_SALTS	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella typhimurium (strain SL1344)	216597
A0A0K0HC80	A0A0K0HC80_SALBC	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella bongori (strain ATCC 43975 / DSM 13772 / NCTC 12419)	218493
A0A0N8LVG0	A0A0N8LVG0_CITFR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Citrobacter freundii	546
A0A0P8B2H3	A0A0P8B2H3_9GAMM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Marinobacter excellens HL-55	1305731
A0A0P9YGG1	A0A0P9YGG1_PSESX	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas syringae pv. papulans	83963
A0A0Q0AYR8	A0A0Q0AYR8_9PSED	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas syringae pv. tagetis	129140
A0A0R9NBW9	A0A0R9NBW9_SALNE	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella newport	108619
A0A0S4TR04	A0A0S4TR04_RALSL	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ralstonia solanacearum (Pseudomonas solanacearum)	305
A0A0S4UNT4	A0A0S4UNT4_RALSL	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ralstonia solanacearum (Pseudomonas solanacearum)	305
A0A0S4V8B6	A0A0S4V8B6_RALSL	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ralstonia solanacearum (Pseudomonas solanacearum)	305
A0A0S4WBR7	A0A0S4WBR7_RALSL	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ralstonia solanacearum (Pseudomonas solanacearum)	305
A0A0S4WW71	A0A0S4WW71_RALSL	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ralstonia solanacearum (Pseudomonas solanacearum)	305
A0A0T7RZ66	A0A0T7RZ66_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. enterica serovar Bovismorbificans	58097
A0A0U5L2J5	A0A0U5L2J5_9GAMM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Duffyella gerundensis	1619313
A0A0W0TIP0	A0A0W0TIP0_9GAMM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Legionella feeleii	453
A0A0W4YNK3	A0A0W4YNK3_SALTM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella typhimurium	90371
A0A109KW09	A0A109KW09_PSEFL	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas fluorescens	294
A0A109LEM0	A0A109LEM0_PSEFL	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas fluorescens	294
A0A156YIV5	A0A156YIV5_ENTCL	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Enterobacter cloacae	550
A0A193SP18	A0A193SP18_9PSED	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas cerasi	1583341
A0A1H0UXT6	A0A1H0UXT6_PSERE	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas reinekei	395598
A0A1H2NB64	A0A1H2NB64_PSEVA	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas vancouverensis	95300
A0A1K0BFT9	A0A1K0BFT9_KLEPN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella pneumoniae	573
A0A1K0IJN3	A0A1K0IJN3_CUPNE	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Cupriavidus necator (Alcaligenes eutrophus) (Ralstonia eutropha)	106590
A0A1R2KIA9	A0A1R2KIA9_SALEN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enteritidis	149539
A0A1R3TC23	A0A1R3TC23_9HYPH	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Agrobacterium rosae	1972867
A0A1S0ZWB6	A0A1S0ZWB6_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica (Salmonella choleraesuis)	28901
A0A1U7FVV5	A0A1U7FVV5_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica I	59201
A0A1V2BR99	A0A1V2BR99_RAOTE	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Raoultella terrigena (Klebsiella terrigena)	577
A0A1Y6JKY7	A0A1Y6JKY7_PSEVI	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas viridiflava (Phytomonas viridiflava)	33069
A0A212IQP6	A0A212IQP6_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	uncultured Citrobacter sp	200446
A0A221WCZ0	A0A221WCZ0_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica (Salmonella choleraesuis)	28901
A0A222LZ64	A0A222LZ64_ENTCL	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Enterobacter cloacae	550
A0A223GPS9	A0A223GPS9_9RALS	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ralstonia pseudosolanacearum	1310165
A0A223U8Q1	A0A223U8Q1_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella quasivariicola	2026240
A0A232SIJ0	A0A232SIJ0_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica (Salmonella choleraesuis)	28901
A0A248U9U6	A0A248U9U6_9HYPH	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ochrobactrum quorumnocens	271865
A0A256FKI5	A0A256FKI5_9HYPH	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Brucella thiophenivorans	571255
A0A256FPA6	A0A256FPA6_9HYPH	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Brucella rhizosphaerae	571254
A0A256G1K0	A0A256G1K0_9HYPH	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Brucella pseudogrignonensis	419475
A0A256GCY0	A0A256GCY0_9HYPH	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Brucella lupini	255457
A0A265B8D9	A0A265B8D9_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. enterica serovar Heidelberg	611
A0A285B6R0	A0A285B6R0_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella grimontii	2058152
A0A292GIN1	A0A292GIN1_9HYPH	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ochrobactrum sp. PW1	1882222
A0A2C6DPC7	A0A2C6DPC7_9GAMM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Budvicia aquatica	82979
A0A2I5HEC2	A0A2I5HEC2_SALDZ	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella diarizonae	59204
A0A2J5PKT9	A0A2J5PKT9_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella michiganensis	1134687
A0A2K4WD94	A0A2K4WD94_9PSED	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas syringae group genomosp. 3	251701
A0A2K4WU16	A0A2K4WU16_PSESX	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas syringae	317
A0A2R4D7W6	A0A2R4D7W6_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. enterica serovar Concord	483687
A0A2R5F1V1	A0A2R5F1V1_9PROT	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Novimethylophilus kurashikiensis	1825523
A0A2T7AUX9	A0A2T7AUX9_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Cronobacter muytjensii	413501
A0A2T8MBH4	A0A2T8MBH4_SALAN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella anatum	58712
A0A2T8QLG8	A0A2T8QLG8_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. enterica serovar 4,12:i:-	353569
A0A2T9I785	A0A2T9I785_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. enterica serovar Agona	58095
A0A2T9QBZ5	A0A2T9QBZ5_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. enterica serovar Cerro	340188
A0A2U1UEV3	A0A2U1UEV3_9GAMM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Brenneria nigrifluens DSM 30175 = ATCC 13028	1121120
A0A2U3Q5G7	A0A2U3Q5G7_9BRAD	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Bradyrhizobium vignae	1549949
A0A2V1L1V2	A0A2V1L1V2_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica (Salmonella choleraesuis)	28901
A0A2V3KMY5	A0A2V3KMY5_KLEVA	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella variicola	244366
A0A2X1JZ88	A0A2X1JZ88_ECOLX	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Escherichia coli	562
A0A2X1P311	A0A2X1P311_ECOLX	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Escherichia coli	562
A0A2X2VTH2	A0A2X2VTH2_CITKO	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Citrobacter koseri (Citrobacter diversus)	545
A0A2X3IRG9	A0A2X3IRG9_KLEPN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella pneumoniae	573
A0A2X4T6K0	A0A2X4T6K0_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. arizonae	59203
A0A315GRT3	A0A315GRT3_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	440524
A0A330RYA7	A0A330RYA7_KLEPN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella pneumoniae	573
A0A344R029	A0A344R029_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. salamae	59202
A0A344SMS9	A0A344SMS9_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica (Salmonella choleraesuis)	28901
A0A376KQP3	A0A376KQP3_ECOLX	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Escherichia coli	562
A0A376NS37	A0A376NS37_ECOLX	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Escherichia coli	562
A0A376WYR9	A0A376WYR9_ECOLX	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Escherichia coli	562
A0A377D0D1	A0A377D0D1_ECOLX	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Escherichia coli	562
A0A377N5W5	A0A377N5W5_9GAMM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ewingella americana	41202
A0A377ZCL0	A0A377ZCL0_KLEPN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella pneumoniae subsp. pneumoniae	72407
A0A378A0U4	A0A378A0U4_KLEPO	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella pneumoniae subsp. ozaenae	574
A0A378IU82	A0A378IU82_9GAMM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Legionella feeleii	453
A0A378J5Q5	A0A378J5Q5_9GAMM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Legionella donaldsonii	45060
A0A379Q2G0	A0A379Q2G0_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica (Salmonella choleraesuis)	28901
A0A379QJQ5	A0A379QJQ5_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica (Salmonella choleraesuis)	28901
A0A379QZV8	A0A379QZV8_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica (Salmonella choleraesuis)	28901
A0A379S1Q3	A0A379S1Q3_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. arizonae	59203
A0A379VNQ1	A0A379VNQ1_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica I	59201
A0A379WR78	A0A379WR78_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica I	59201
A0A379XMZ7	A0A379XMZ7_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. indica	59207
A0A381CAC7	A0A381CAC7_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Buttiauxella agrestis	82977
A0A3A3G4X7	A0A3A3G4X7_9BURK	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Noviherbaspirillum sedimenti	2320865
A0A3A3ISI0	A0A3A3ISI0_SALMO	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella montevideo	115981
A0A3A5JNV8	A0A3A5JNV8_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Buttiauxella izardii	82991
A0A3G3DXW0	A0A3G3DXW0_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. enterica serovar Tennessee	143221
A0A3G8H7M4	A0A3G8H7M4_9BURK	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Cupriavidus pauculus	82633
A0A3I5DYC3	A0A3I5DYC3_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica (Salmonella choleraesuis)	28901
A0A3J2Q7U7	A0A3J2Q7U7_SALER	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica (Salmonella choleraesuis)	28901
A0A3L6EM61	A0A3L6EM61_MAIZE	DNA N(6)-methyladenine demethylase (EC 1.14.11.51)	Zea mays (Maize)	4577
A0A3L9PE28	A0A3L9PE28_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Enterobacter hormaechei	158836
