Entry	Entry Name	Protein names	Organism	Organism (ID)
A0AAD2IWX9	A0AAD2IWX9_ACHAE	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-) (DNA oxidative demethylase AlkB (EC 1.14.11.33))	Achromobacter aegrifaciens	1287736
A0AAD2NTH7	A0AAD2NTH7_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli O6	217992
A0AAD2U8D2	A0AAD2U8D2_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli O103	1055536
A0AAD2UXH6	A0AAD2UXH6_YEREN	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Yersinia enterocolitica	630
A0AAD2ZBJ1	A0AAD2ZBJ1_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli O33	1010802
A0AAD2ZCT9	A0AAD2ZCT9_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli O111	1055535
A0AAE3BFR2	A0AAE3BFR2_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pectobacterium brasiliense	180957
A0AAE3I0W7	A0AAE3I0W7_9RALS	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Ralstonia mojiangensis	2953895
A0AAE3N7I2	A0AAE3N7I2_9BURK	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Xenophilus arseniciresistens	1283306
A0AAE4FB84	A0AAE4FB84_MORMO	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Morganella morganii (Proteus morganii)	582
A0AAE5N6R7	A0AAE5N6R7_SHISO	Alkylated DNA repair protein AlkB	Shigella sonnei	624
A0AAE6TS56	A0AAE6TS56_PARPN	DNA oxidative demethylase AlkB (EC 1.14.11.33) (DNA-N1-methyladenine dioxygenase)	Paracoccus pantotrophus (Thiosphaera pantotropha)	82367
A0AAE7A140	A0AAE7A140_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas umsongensis	198618
A0AAE9L4X8	A0AAE9L4X8_9BURK	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Cupriavidus campinensis	151783
A0AAE9NUV9	A0AAE9NUV9_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pectobacterium polonicum	2485124
A0AAF0BK25	A0AAF0BK25_9PROT	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Gimibacter soli	3024400
A0AAI8L8H5	A0AAI8L8H5_9ACTN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33)	Streptomyces griseorubiginosus	67304
A0AAI9B2X7	A0AAI9B2X7_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli	562
A0AAJ1E0N5	A0AAJ1E0N5_9PSED	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Pseudomonas chlororaphis subsp. aurantiaca	86192
A0AAJ1JDF7	A0AAJ1JDF7_PROST	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Providencia stuartii	588
A0AAJ1U1J2	A0AAJ1U1J2_9ACTN	Alkane 1-monooxygenase (EC 1.14.15.3)	Nocardioides zeae	1457234
A0AAJ2R943	A0AAJ2R943_DELAC	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Delftia acidovorans (Pseudomonas acidovorans) (Comamonas acidovorans)	80866
A0AAJ3H5L6	A0AAJ3H5L6_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas yamanorum	515393
A0AAJ4ZCH1	A0AAJ4ZCH1_PANPU	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-)	Pandoraea pulmonicola	93221
A0AAJ5IFV9	A0AAJ5IFV9_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas asiatica	2219225
A0AAJ5UAY0	A0AAJ5UAY0_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pantoea piersonii	2364647
A0AAJ6MRZ7	A0AAJ6MRZ7_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas coleopterorum	1605838
A0AAN3IHQ0	A0AAN3IHQ0_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli	562
A0AAN3M9K8	A0AAN3M9K8_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli MS 85-1	679202
A0AAN3MJT5	A0AAN3MJT5_SHISO	Alkylated DNA repair protein AlkB	Shigella sonnei	624
A0AAN3V0T2	A0AAN3V0T2_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli 4.0967	869687
A0AAN3ZJ05	A0AAN3ZJ05_SHIDY	Alkylated DNA repair protein AlkB	Shigella dysenteriae	622
A0AAN4D738	A0AAN4D738_SHISO	Alkylated DNA repair protein AlkB	Shigella sonnei	624
A0AAN4NTH5	A0AAN4NTH5_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli 1-250-04_S3_C1	1444135
A0AAN5ALW0	A0AAN5ALW0_9BACT	DNA methylase	Persicobacter diffluens	981
A0AAP0SHN7	A0AAP0SHN7_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas donghuensis	1163398
A0AAP1R2Q5	A0AAP1R2Q5_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli	562
A0AAP2S4X6	A0AAP2S4X6_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas poae	200451
A0AAP6AUL7	A0AAP6AUL7_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli	562
A0AAP8PWA7	A0AAP8PWA7_SERMA	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Serratia marcescens	615
A0AAP9ERS6	A0AAP9ERS6_GLUTH	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Gluconobacter thailandicus	257438
A0AAP9IH68	A0AAP9IH68_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pectobacterium parvum	2778550
A0AAP9KQB7	A0AAP9KQB7_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pantoea phytobeneficialis	2052056
A0AAP9MRJ4	A0AAP9MRJ4_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli O121	1055537
A0AAP9N6B7	A0AAP9N6B7_PSEPU	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0AAP9VPG8	A0AAP9VPG8_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas chlororaphis	587753
A0AAQ2I279	A0AAQ2I279_9PSED	Alpha-ketoglutarate-dependent dioxygenase AlkB (DNA oxidative demethylase AlkB (EC 1.14.11.33))	Pseudomonas atacamensis	2565368
A0AAQ3LKJ7	A0AAQ3LKJ7_PSEAI	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas aeruginosa	287
A0AAT9N7R7	A0AAT9N7R7_SALET	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Salmonella enterica subsp. enterica serovar Give var. 15 str. CFSAN004343	1410932
A0AAU7LFL6	A0AAU7LFL6_9BURK	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Achromobacter sp. HNDS-1	3151598
A0AAV3H695	A0AAV3H695_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli EC1870	1005554
A0AAV3I4A2	A0AAV3I4A2_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli 3.4880	1051347
A0AAW0ITE6	A0AAW0ITE6_QUESU	Alpha-ketoglutarate-dependent dioxygenase alkb	Quercus suber (Cork oak)	58331
A0AAW3RM15	A0AAW3RM15_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pectobacterium versatile	2488639
A0AAW3SYF3	A0AAW3SYF3_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pectobacterium aroidearum	1201031
A0AAW3WUG8	A0AAW3WUG8_SERFO	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Serratia fonticola	47917
A0AAW4BPB1	A0AAW4BPB1_PSEPU	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0AAW4F278	A0AAW4F278_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli	562
A0AAW4P601	A0AAW4P601_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pectobacterium polaris	2042057
A0AAW4Y1Z5	A0AAW4Y1Z5_9BURK	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Comamonas koreensis	160825
A0AAW5ELA9	A0AAW5ELA9_NOVHA	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Novacetimonas hansenii (Komagataeibacter hansenii)	436
A0AAW5HN77	A0AAW5HN77_PSEPU	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0AAW5MNE8	A0AAW5MNE8_9ESCH	Alkylated DNA repair protein AlkB	Escherichia marmotae	1499973
A0AAW6PKC6	A0AAW6PKC6_PSEPU	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas putida (Arthrobacter siderocapsulatus)	303
A0AAW7HL33	A0AAW7HL33_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas alloputida	1940621
A0AAW7QY47	A0AAW7QY47_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudidiomarina terrestris	2820060
A0AAW7US10	A0AAW7US10_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli	562
A0AAW7V561	A0AAW7V561_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli	562
A0AAW9HJ78	A0AAW9HJ78_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pectobacterium brasiliense	180957
A0AAX2YCG8	A0AAX2YCG8_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Serratia nevei	2703794
A0AAX3I6M4	A0AAX3I6M4_9PSED	Alkylated DNA repair protein AlkB (EC 1.14.11.-)	Pseudomonas synxantha	47883
A0AAX3SEH8	A0AAX3SEH8_9BURK	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Delftia tsuruhatensis	180282
A0AB34C2N3	A0AB34C2N3_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas chlororaphis	587753
A0AB34CNX2	A0AB34CNX2_9GAMM	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Candidatus Pantoea gossypiicola	2608008
A0AB35ALX6	A0AB35ALX6_GLUOY	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Gluconobacter oxydans (Gluconobacter suboxydans)	442
A0AB38UVR8	A0AB38UVR8_9MYCO	Alkane 1-monooxygenase (EC 1.14.15.3)	Mycobacterium persicum	1487726
A0AB39DDA8	A0AB39DDA8_9BURK	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Castellaniella ginsengisoli	546114
A0ABC9KM98	A0ABC9KM98_SHISO	Alkylated DNA repair protein AlkB	Shigella sonnei	624
A0ABD4K9L7	A0ABD4K9L7_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Lelliottia nimipressuralis	69220
A0ABD4R301	A0ABD4R301_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Enterobacter roggenkampii	1812935
A0ABD5JT05	A0ABD5JT05_9HYPH	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ochrobactrum teleogrylli	2479765
A0ABD6M3A7	A0ABD6M3A7_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Citrobacter gillenii	67828
A0ABD7AF53	A0ABD7AF53_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella grimontii	2058152
A0ABD7FKQ7	A0ABD7FKQ7_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli O141:H4	2861806
A0ABD7J7U9	A0ABD7J7U9_KLEPN	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella pneumoniae	573
A0ABD7KBI1	A0ABD7KBI1_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Enterobacter roggenkampii	1812935
A0ABD7MXQ6	A0ABD7MXQ6_9ENTR	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella quasipneumoniae	1463165
A0ABD7NZ95	A0ABD7NZ95_KLEVA	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Klebsiella variicola	244366
A0ABF7RFB3	A0ABF7RFB3_RALSL	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.33) (Alkylated DNA repair protein AlkB) (DNA oxidative demethylase AlkB)	Ralstonia solanacearum IPO1609	564066
A1T5W5	A1T5W5_MYCVP	Alkane 1-monooxygenase (EC 1.14.15.3)	Mycolicibacterium vanbaalenii (strain DSM 7251 / JCM 13017 / BCRC 16820 / KCTC 9966 / NRRL B-24157 / PYR-1) (Mycobacterium vanbaalenii)	350058
A4WNL3	A4WNL3_CERS5	Alkane 1-monooxygenase (EC 1.14.15.3)	Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) (Rhodobacter sphaeroides)	349102
A7ZP34	A7ZP34_ECO24	Alkylated DNA repair protein AlkB	Escherichia coli O139:H28 (strain E24377A / ETEC)	331111
A8XPV0	A8XPV0_CAEBR	Protein CBG16811	Caenorhabditis briggsae	6238
B1LKV9	B1LKV9_ECOSM	Alkylated DNA repair protein AlkB	Escherichia coli (strain SMS-3-5 / SECEC)	439855
B2TV23	B2TV23_SHIB3	Alkylated DNA repair protein AlkB	Shigella boydii serotype 18 (strain CDC 3083-94 / BS512)	344609
B6IHE3	B6IHE3_CAEBR	Protein CBR-ALKB-8	Caenorhabditis briggsae	6238
B6UKY6	B6UKY6_MYCAO	Alkane 1-monooxygenase (EC 1.14.15.3)	Mycolicibacterium austroafricanum (Mycobacterium austroafricanum)	39687
B7LAN6	B7LAN6_ECO55	Alkylated DNA repair protein AlkB	Escherichia coli (strain 55989 / EAEC)	585055
B7LMB0	B7LMB0_ESCF3	Alkylated DNA repair protein AlkB	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73)	585054
B7MFC5	B7MFC5_ECO45	Alkylated DNA repair protein AlkB	Escherichia coli O45:K1 (strain S88 / ExPEC)	585035
B7MXP3	B7MXP3_ECO81	Alkylated DNA repair protein AlkB	Escherichia coli O81 (strain ED1a)	585397
B7N5H4	B7N5H4_ECOLU	Alkylated DNA repair protein AlkB	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	585056
B7UFM6	B7UFM6_ECO27	Alkylated DNA repair protein AlkB	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	574521
C0ZSH4	C0ZSH4_RHOE4	Probable alkane-1-monooxygenase (EC 1.14.15.3)	Rhodococcus erythropolis (strain PR4 / NBRC 100887)	234621
C3T357	C3T357_ECOLX	Alkylated DNA repair protein AlkB	Escherichia coli	562
C9Y7W7	C9Y7W7_CURXX	Alkane 1-monooxygenase (EC 1.14.15.1, EC 1.14.15.3)	Curvibacter symbiont subsp. Hydra magnipapillata	667019
D0L5A6	D0L5A6_GORB4	Alkane 1-monooxygenase (EC 1.14.15.3)	Gordonia bronchialis (strain ATCC 25592 / DSM 43247 / BCRC 13721 / JCM 3198 / KCTC 3076 / NBRC 16047 / NCTC 10667) (Rhodococcus bronchialis)	526226
D2TSC6	D2TSC6_CITRI	Alkylated DNA repair protein AlkB	Citrobacter rodentium (strain ICC168) (Citrobacter freundii biotype 4280)	637910
D2UFK3	D2UFK3_XANAP	Probable dna repair system specific for alkylated dna protein (EC 1.14.11.-)	Xanthomonas albilineans (strain GPE PC73 / CFBP 7063)	380358
D3B472	D3B472_HETP5	Alkylated DNA repair protein	Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Cellular slime mold) (Polysphondylium pallidum)	670386
D3H0Q2	D3H0Q2_ECO44	Alkylated DNA repair protein AlkB	Escherichia coli O44:H18 (strain 042 / EAEC)	216592
D4E499	D4E499_SEROD	Putative alkylated DNA repair protein AlkB (EC 1.14.11.-)	Serratia odorifera DSM 4582	667129
D4HWX0	D4HWX0_ERWAC	Alpha-ketoglutarate-dependent dioxygenase alkB (EC 1.14.11.-)	Erwinia amylovora (strain CFBP1430)	665029
D4XIB0	D4XIB0_9BURK	Putative alkylated DNA repair protein AlkB (EC 1.14.11.-)	Achromobacter piechaudii ATCC 43553	742159
D5ALD4	D5ALD4_RHOCB	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-)	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)	272942
D5ALQ9	D5ALQ9_RHOCB	Alkane 1-monooxygenase (EC 1.14.15.3)	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)	272942
E0DBL0	E0DBL0_CAEEL	Fe2OG dioxygenase domain-containing protein	Caenorhabditis elegans	6239
E0IY90	E0IY90_ECOLW	Alkylated DNA repair protein AlkB	Escherichia coli (strain ATCC 9637 / CCM 2024 / DSM 1116 / LMG 11080 / NBRC 13500 / NCIMB 8666 / NRRL B-766 / W)	566546
E3HU41	E3HU41_ACHXA	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-)	Achromobacter xylosoxidans (strain A8)	762376
E4N3Z7	E4N3Z7_KITSK	Putative alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-)	Kitasatospora setae (strain ATCC 33774 / DSM 43861 / JCM 3304 / KCC A-0304 / NBRC 14216 / KM-6054) (Streptomyces setae)	452652
E4PIT7	E4PIT7_MARAH	Alkane 1-monooxygenase (EC 1.14.15.3)	Marinobacter adhaerens (strain DSM 23420 / HP15)	225937
F4PTI9	F4PTI9_CACFS	Alkylated DNA repair protein	Cavenderia fasciculata (Slime mold) (Dictyostelium fasciculatum)	261658
F5NXE5	F5NXE5_SHIFL	Alkylated DNA repair protein AlkB	Shigella flexneri K-227	766147
G0HAR0	G0HAR0_CORVD	Alkane 1-monooxygenase (EC 1.14.15.3)	Corynebacterium variabile (strain DSM 44702 / CIP 107183 / JCM 12073 / NCIMB 30131) (Corynebacterium mooreparkense)	858619
G4CS93	G4CS93_9NEIS	Alkylated DNA repair protein (EC 1.14.11.-)	Neisseria wadsworthii 9715	1030841
G7GIN7	G7GIN7_9ACTN	Alkane-1-monooxygenase	Gordonia amarae NBRC 15530	1075090
H5TG59	H5TG59_GORO1	Alkane-1-monooxygenase	Gordonia otitidis (strain DSM 44809 / CCUG 52243 / JCM 12355 / NBRC 100426 / IFM 10032)	1108044
H5U5V2	H5U5V2_9ACTN	Alkane-1-monooxygenase	Gordonia sputi NBRC 100414	1089453
I3XEW5	I3XEW5_SINF2	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-)	Sinorhizobium fredii (strain USDA 257)	1185652
I4IU56	I4IU56_MICAE	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-)	Microcystis aeruginosa PCC 9701	721123
I4KAT1	I4KAT1_9PSED	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-) (DNA oxidative demethylase AlkB (EC 1.14.11.33))	Pseudomonas lactis	1615674
I6CLP0	I6CLP0_SHIFL	Alkylated DNA repair protein AlkB	Shigella flexneri K-315	766150
I6EP83	I6EP83_SHIBO	Alkylated DNA repair protein AlkB	Shigella boydii 4444-74	766140
I7AVB4	I7AVB4_PSEAI	Alkane 1-monooxygenase 1 (EC 1.14.15.3) (Alkane monooxygenase)	Pseudomonas aeruginosa	287
J2Y906	J2Y906_PSEFQ	Alkylated DNA repair protein AlkB (EC 1.14.11.-)	Pseudomonas fluorescens (strain Q2-87)	1038922
K0Q0Z4	K0Q0Z4_9HYPH	Oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions	Rhizobium mesoamericanum STM3625	1211777
L0NKJ6	L0NKJ6_9HYPH	Alpha-ketoglutarate-dependent dioxygenase alkB homolog (EC 1.14.11.-)	Pseudorhizobium banfieldiae	1125847
L1LSQ6	L1LSQ6_9PSED	DNA oxidative demethylase AlkB (EC 1.14.11.33)	Pseudomonas bharatica CSV86	1005395
L7KFS9	L7KFS9_9ACTN	Alkane-1-monooxygenase	Gordonia aichiensis NBRC 108223	1220583
L7LCJ3	L7LCJ3_9ACTN	Alkane-1-monooxygenase	Gordonia hirsuta DSM 44140 = NBRC 16056	1121927
M2VXL2	M2VXL2_GALSU	Alkane 1-monooxygenase isoform 2 (EC 1.14.15.3)	Galdieria sulphuraria (Red alga)	130081
M2WVK8	M2WVK8_GALSU	Alkane 1-monooxygenase isoform 1 (EC 1.14.15.3)	Galdieria sulphuraria (Red alga)	130081
M3TBY3	M3TBY3_GORML	Alkane-1-monooxygenase	Gordonia malaquae NBRC 108250	1223542
M5EVX8	M5EVX8_9HYPH	Oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions	Mesorhizobium metallidurans STM 2683	1297569
M7MQG3	M7MQG3_9MICC	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-)	Paeniglutamicibacter gangotriensis Lz1y	1276920
O05895	O05895_MYCTU	Probable transmembrane alkane 1-monooxygenase AlkB (Alkane 1-hydroxylase) (Lauric acid omega-hydroxylase) (Omega-hydroxylase) (Fatty acid omega-hydroxylase) (Alkane hydroxylase-rubredoxin)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	83332
Q0T2R4	Q0T2R4_SHIF8	Alkylated DNA repair protein AlkB	Shigella flexneri serotype 5b (strain 8401)	373384
Q0V9F6	Q0V9F6_XENTR	AlkB, alkylation repair homolog (DNA demethylase ALKBH1 (EC 4.2.99.18))	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	8364
Q1I9S1	Q1I9S1_PSEE4	Oxidative demethylase of N1-methyladenine or N3-methylcytosine DNA lesions, repair of alkylated DNA	Pseudomonas entomophila (strain L48)	384676
Q1R9K5	Q1R9K5_ECOUT	Alkylated DNA repair protein AlkB	Escherichia coli (strain UTI89 / UPEC)	364106
Q31Z35	Q31Z35_SHIBS	Alkylated DNA repair protein AlkB	Shigella boydii serotype 4 (strain Sb227)	300268
Q32I13	Q32I13_SHIDS	Alkylated DNA repair protein AlkB	Shigella dysenteriae serotype 1 (strain Sd197)	300267
Q3J6H5	Q3J6H5_CERS4	Alkane 1-monooxygenase (EC 1.14.15.3)	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides)	272943
Q3YZZ5	Q3YZZ5_SHISS	Alkylated DNA repair protein AlkB	Shigella sonnei (strain Ss046)	300269
Q4JSW0	Q4JSW0_CORJK	Alkane-1 monooxygenase (EC 1.14.15.3)	Corynebacterium jeikeium (strain K411)	306537
Q88HF9	Q88HF9_PSEPK	Alpha-ketoglutarate-and Fe(II)-dependent dioxygenase (EC 1.14.11.33)	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	160488
Q8XE43	Q8XE43_ECO57	Alkylated DNA repair protein AlkB	Escherichia coli O157:H7	83334
Q9U3P9	Q9U3P9_CAEEL	Fe2OG dioxygenase domain-containing protein	Caenorhabditis elegans	6239
Q9XBM1	Q9XBM1_9PSEU	Alkane 1-monooxygenase (EC 1.14.15.3)	Prauserella rugosa	43354
T1WNR3	T1WNR3_9GAMM	Alkane hydroxylase	Marinobacter goseongensis	453838
W0C8S6	W0C8S6_DIESD	Alkane 1-monooxygenase	Dietzia sp. (strain D5)	1408143
W0VAH9	W0VAH9_9BURK	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-)	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	1349767
W1J2X1	W1J2X1_9GAMM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-)	Xenorhabdus szentirmaii DSM 16338	1427518
W6QZL0	W6QZL0_ECTO5	DNA-N1-methyladenine dioxygenase (EC 1.14.11.-)	Ectopseudomonas oleovorans (strain CECT 5344) (Pseudomonas pseudoalcaligenes)	1182590
W9V220	W9V220_9GAMM	Alpha-ketoglutarate-dependent dioxygenase AlkB (EC 1.14.11.-)	Nitrincola nitratireducens	1229521
A0A017HG63	A0A017HG63_9RHOB	Alkane-1 monooxygenase (EC 1.14.15.3)	Limimaricola hongkongensis DSM 17492	1122180
A0A022KT87	A0A022KT87_9MICO	Alkane 1-monooxygenase	Brachybacterium muris UCD-AY4	1249481
A0A022KYR2	A0A022KYR2_9MICO	Alkane 1-monooxygenase	Brachybacterium muris UCD-AY4	1249481
A0A024A3Z2	A0A024A3Z2_9PSED	Alkane 1-monooxygenase (EC 1.14.15.3)	Pseudomonas citronellolis	53408
A0A024HE85	A0A024HE85_PSEKB	Alkane 1-monooxygenase 2 (EC 1.14.15.3)	Pseudomonas knackmussii (strain DSM 6978 / CCUG 54928 / LMG 23759 / B13)	1301098
A0A024JUU4	A0A024JUU4_9MYCO	Alkane 1-monooxygenase	Mycobacterium triplex	47839
A0A031JBB2	A0A031JBB2_9SPHN	Alkanal monooxygenase (Alkane 1-monooxygenase)	Novosphingobium resinovorum	158500
A0A037ZM07	A0A037ZM07_9RHOB	Alkane 1-monooxygenase	Actibacterium mucosum KCTC 23349	1454373
A0A045HB43	A0A045HB43_MYCTX	Alkane 1-monooxygenase (EC 1.14.15.3)	Mycobacterium tuberculosis	1773
A0A051UJW0	A0A051UJW0_9MYCO	Transmembrane alkane 1-monooxygenase AlkB	Mycobacterium [tuberculosis] TKK-01-0051	1324261
A0A058ZL74	A0A058ZL74_9RHOB	Alkane 1-monooxygenase	Actibacterium atlanticum	1461693
A0A058ZQ39	A0A058ZQ39_9RHOB	Alkane 1-monooxygenase	Actibacterium atlanticum	1461693
A0A059WEN7	A0A059WEN7_RHOOP	AlkB	Rhodococcus opacus (Nocardia opaca)	37919
A0A060CJ14	A0A060CJ14_9NOCA	Alkane 1-monooxygenase (EC 1.14.15.3)	Rhodococcoides trifolii	908250
A0A060CMY4	A0A060CMY4_9NOCA	Alkane 1-monooxygenase (EC 1.14.15.3)	Rhodococcus cerastii	908616
A0A060CNK6	A0A060CNK6_9NOCA	Alkane 1-monooxygenase (EC 1.14.15.3)	Rhodococcus nanhaiensis	1081097
A0A060CTJ9	A0A060CTJ9_9NOCA	Alkane 1-monooxygenase (EC 1.14.15.3)	Rhodococcus cercidiphylli	489916
A0A060CU75	A0A060CU75_9NOCA	Alkane 1-monooxygenase (EC 1.14.15.3)	Rhodococcus artemisiae	714159
A0A060HUI3	A0A060HUI3_RHIET	2OG-Fe(II) oxygenase AlkB	Rhizobium etli bv. mimosae str. IE4771	1432050
