Entry	Entry Name	Protein names	Organism	Organism (ID)
A0A1M4E4K7	A0A1M4E4K7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea gerenzanensis	93944
A0A1M6M213	A0A1M6M213_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis flavescens	758803
A0A1N6SMU6	A0A1N6SMU6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora rosea	58117
A0A1T4KK94	A0A1T4KK94_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Marinactinospora thermotolerans DSM 45154	1122192
A0A1U9ZTE6	A0A1U9ZTE6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	[Actinomadura] parvosata subsp. kistnae	1909395
A0A1V0A5L2	A0A1V0A5L2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	[Actinomadura] parvosata subsp. kistnae	1909395
A0A1V3C6I0	A0A1V3C6I0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis sinuspersici	501010
A0A238V211	A0A238V211_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura mexicana	134959
A0A239AX86	A0A239AX86_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium subroseum	106412
A0A239F412	A0A239F412_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium subroseum	106412
A0A239F952	A0A239F952_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura meyerae	240840
A0A239NYM8	A0A239NYM8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura meyerae	240840
A0A243RG01	A0A243RG01_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium minutum	569862
A0A243RI45	A0A243RI45_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium minutum	569862
A0A243RTG5	A0A243RTG5_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium minutum	569862
A0A2C9ZMQ8	A0A2C9ZMQ8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium minutum	569862
A0A2P4UD72	A0A2P4UD72_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubteroloni	1926885
A0A2P4UDP6	A0A2P4UDP6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubteroloni	1926885
A0A2P4UJS9	A0A2P4UJS9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubteroloni	1926885
A0A2P4UNN9	A0A2P4UNN9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rubteroloni	1926885
A0A2P4UPT6	A0A2P4UPT6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura rubteroloni	1926885
A0A2T0MSV4	A0A2T0MSV4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea fuscirosea	1291556
A0A2T0PXG2	A0A2T0PXG2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Allonocardiopsis opalescens	1144618
A0A2W2EN64	A0A2W2EN64_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea aridisoli	2070368
A0A365GXM3	A0A365GXM3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura craniellae	2231787
A0A365H0G7	A0A365H0G7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura craniellae	2231787
A0A365H682	A0A365H682_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura craniellae	2231787
A0A365H6K8	A0A365H6K8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura craniellae	2231787
A0A365H6N6	A0A365H6N6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura craniellae	2231787
A0A365H6Y8	A0A365H6Y8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura craniellae	2231787
A0A365H755	A0A365H755_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura craniellae	2231787
A0A366LTE2	A0A366LTE2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Spongiactinospora rosea	2248750
A0A367F9K2	A0A367F9K2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Sphaerisporangium album	509200
A0A3A4B4E3	A0A3A4B4E3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Bailinhaonella thermotolerans	1070861
A0A3D9SN04	A0A3D9SN04_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Thermomonospora umbrina	111806
A0A3D9SNA7	A0A3D9SNA7_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Thermomonospora umbrina	111806
A0A3D9SP59	A0A3D9SP59_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora umbrina	111806
A0A3D9SPQ3	A0A3D9SPQ3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora umbrina	111806
A0A3D9SRH8	A0A3D9SRH8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora umbrina	111806
A0A3D9SRX0	A0A3D9SRX0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora umbrina	111806
A0A3D9SUD5	A0A3D9SUD5_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora umbrina	111806
A0A3D9SUJ1	A0A3D9SUJ1_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora umbrina	111806
A0A3D9SVD4	A0A3D9SVD4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora umbrina	111806
A0A3N0E3M2	A0A3N0E3M2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Halostreptopolyspora alba	2487137
A0A3N0EHU6	A0A3N0EHU6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Halostreptopolyspora alba	2487137
A0A3N1CRP0	A0A3N1CRP0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinocorallia herbida	58109
A0A3N1D7Y0	A0A3N1D7Y0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinocorallia herbida	58109
A0A438MM65	A0A438MM65_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea polychroma	46176
A0A4R4N608	A0A4R4N608_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura bangladeshensis	453573
A0A4R4NB20	A0A4R4NB20_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura bangladeshensis	453573
A0A4R4W6Q2	A0A4R4W6Q2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea diastatica	1848329
A0A4R4ZDD0	A0A4R4ZDD0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea terrae	2530383
A0A4R5ARP1	A0A4R5ARP1_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura darangshiensis	705336
A0A4R5FXI3	A0A4R5FXI3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea mesophila	2530382
A0A4R6UW92	A0A4R6UW92_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinorugispora endophytica	1605990
A0A4R6V0N6	A0A4R6V0N6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinorugispora endophytica	1605990
A0A4U3MI12	A0A4U3MI12_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Herbidospora galbida	2575442
A0A4V2XJ75	A0A4V2XJ75_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea longispora	1848320
A0A4V2YA86	A0A4V2YA86_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea deserti	1848322
A0A4V2YB24	A0A4V2YB24_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea deserti	1848322
A0A543CJP3	A0A543CJP3_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinoallomurus bryophytorum	1490222
A0A543IKT7	A0A543IKT7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura hallensis	337895
A0A544Z467	A0A544Z467_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora hainanensis	568844
A0A5C4J1R7	A0A5C4J1R7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura soli	2508997
A0A5C4VLV1	A0A5C4VLV1_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea phyllanthi	2219224
A0A5C4WSK7	A0A5C4WSK7_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea phyllanthi	2219224
A0A5J5K6L1	A0A5J5K6L1_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora cellulosiformans	2614688
A0A5M3W626	A0A5M3W626_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Acrocarpospora corrugata	35763
A0A5M3X7T2	A0A5M3X7T2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Acrocarpospora macrocephala	150177
A0A5M3XC53	A0A5M3XC53_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Acrocarpospora pleiomorpha	90975
A0A5N6B6N8	A0A5N6B6N8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microbispora catharanthi	1712871
A0A5S4FJI0	A0A5S4FJI0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea zeae	1642303
A0A5S4G823	A0A5S4G823_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea zeae	1642303
A0A5S4GNH7	A0A5S4GNH7_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea zeae	1642303
A0A5S4H3R9	A0A5S4H3R9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura geliboluensis	882440
A0A6H9YZG5	A0A6H9YZG5_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rudentiformis	359158
A0A6I4MG66	A0A6I4MG66_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura physcomitrii	2650748
A0A6I4VZW1	A0A6I4VZW1_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rayongensis	1429076
A0A6I4W489	A0A6I4W489_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rayongensis	1429076
A0A6I4W6E8	A0A6I4W6E8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rayongensis	1429076
A0A6I4W9J4	A0A6I4W9J4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rayongensis	1429076
A0A6I4WCS2	A0A6I4WCS2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura rayongensis	1429076
A0A6I4WH26	A0A6I4WH26_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura rayongensis	1429076
A0A6L3W3E9	A0A6L3W3E9_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura montaniterrae	1803903
A0A6L9QSN6	A0A6L9QSN6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura bangladeshensis	453573
A0A6L9QWC7	A0A6L9QWC7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura bangladeshensis	453573
A0A6L9QZF0	A0A6L9QZF0_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura bangladeshensis	453573
A0A6P2BTG6	A0A6P2BTG6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Trebonia kvetii	2480626
A0A7C9NKH2	A0A7C9NKH2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Herbidospora solisilvae	2696284
A0A7D3VX47	A0A7D3VX47_ACTVE	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura verrucosospora	46165
A0A7D3W2P3	A0A7D3W2P3_ACTVE	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura verrucosospora	46165
A0A7K0BNG8	A0A7K0BNG8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura macrotermitis	2585200
A0A7K0BW34	A0A7K0BW34_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura macrotermitis	2585200
A0A7K0BW49	A0A7K0BW49_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura macrotermitis	2585200
A0A7K0BXG1	A0A7K0BXG1_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura macrotermitis	2585200
A0A7K0BY86	A0A7K0BY86_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura macrotermitis	2585200
A0A7K0BYW6	A0A7K0BYW6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura macrotermitis	2585200
A0A7K0C0L9	A0A7K0C0L9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura macrotermitis	2585200
A0A7W0CGN6	A0A7W0CGN6_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea soli	1032476
A0A7W0CJQ8	A0A7W0CJQ8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea soli	1032476
A0A7W0CKZ2	A0A7W0CKZ2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea soli	1032476
A0A7W0HRK2	A0A7W0HRK2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea soli	1032476
A0A7W0HTY1	A0A7W0HTY1_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea soli	1032476
A0A7W3LQR6	A0A7W3LQR6_ACTNM	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura namibiensis	182080
A0A7W3LQW1	A0A7W3LQW1_ACTNM	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura namibiensis	182080
A0A7W3LR11	A0A7W3LR11_ACTNM	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura namibiensis	182080
A0A7W3LXJ4	A0A7W3LXJ4_ACTNM	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura namibiensis	182080
A0A7W3MTE8	A0A7W3MTE8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Thermomonospora cellulosilytica	1411118
A0A7W3MTQ6	A0A7W3MTQ6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora cellulosilytica	1411118
A0A7W3MYU4	A0A7W3MYU4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Thermomonospora cellulosilytica	1411118
A0A7W3N2I8	A0A7W3N2I8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora cellulosilytica	1411118
A0A7W3R6L2	A0A7W3R6L2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora cellulosilytica	1411118
A0A7W5VR51	A0A7W5VR51_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea dietziae	65515
