run_accession,Aaosphaeria,Abyssibacter,Acanthopleuribacter,Acaromyces,Acerihabitans,Acetivibrio,Acetobacter,Acetobacteraceae,Achromobacter,Acidicaldus,Acidimangrovimonas,Acidiphilium,Acidipropionibacterium,Acidisoma,Acidithiobacillus,Acidocella,Acidovorax,Acinetobacter,Acrocarpospora,Actibacterium,Actimicrobium,Actinoallomurus,Actinocatenispora,Actinocorallia,Actinokineospora,Actinomadura,Actinomyces,Actinomycetospora,Actinophytocola,Actinoplanes,Actinopolyspora,Actinorhabdospora,Actinorugispora,Adhaeribacter,Advenella,Aequoribacter,Aeromicrobium,Aeromonas,Aestuariirhabdus,Afipia,Agarivorans,Aggregatimonas,Agitococcus,Agreia,Agrobacterium,Agromyces,Albibacterium,Albidovulum,Albugo,Alcaligenaceae,Alcaligenes,Alcanivorax,Aldersonia,Alexandrium,Algicella,Algivirga,Algoriphagus,Alicycliphilus,Alicyclobacillus,Aliidongia,Aliigemmobacter,Aliikangiella,Aliiroseovarius,Aliiruegeria,Aliisedimentitalea,Aliishimia,Aliivibrio,Alkalilimnicola,Alkalimarinus,Alkalimonas,Alkalisalibacterium,Alkalispirochaeta,Alkalitalea,Alkanindiges,Allgaiera,Alloacidobacterium,Alloalcanivorax,Allohahella,Allokutzneria,Allonocardiopsis,Allorhizobium,Alloyangia,Altererythrobacter,Alterirhizorhabdus,Alternaria,Alteromonas,Amantichitinum,Aminobacter,Ammonicoccus,Amnibacterium,Amnimonas,Amycolatopsis,Amylibacter,Anaeromicropila,Anaerosacchariphilus,Ancylobacter,Ancylostoma,Antarcticimicrobium,Antarctobacter,Anthurium,Antrihabitans,Apiospora,Aquabacterium,Aquicella,Aquicoccus,Aquiflexum,Aquimarina,Aquimixticola,Aquimonas,Aquipseudomonas,Aquirhabdus,Aquirufa,Aquisalinus,Aquitalea,Arabidopsis,Archangium,Arcticibacter,Arenicella,Arenimonas,Aromatoleum,Arsukibacterium,Arthrobacter,Arthrobotrys,Asaia,Asanoa,Ascidiaceihabitans,Aspergillus,Asprobacillus,Atlantibacter,Atopomonas,Auraticoccus,Aureibacter,Aureimonas,Aureispira,Aureitalea,Aureobasidium,Aureoumbra,Austwickia,Avibacterium,Azoarcus,Bacillus,Bacterioplanes,Bacterioplanoides,Bacteroides,Baekduia,Bailinhaonella,Bdellovibrio,Beauveria,Belliella,Bhargavaea,Bionectria,Bizionia,Blastomonas,Blumeria,Bombardia,Bombella,Bordetella,Bosea,Boseongicola,Botryosphaeria,Bowdeniella,Brachybacterium,Bradyrhizobiaceae,Bradyrhizobium,Bremerella,Brenneria,Brevibacillus,Brevibacterium,Brevifollis,Brevirhabdus,Brevundimonas,Brucella,Brugia,Brumicola,Burkholderia,Burkholderiales,Buttiauxella,Butyricimonas,Caballeronia,Cadophora,Caenimonas,Caenorhabditis,Caldimonas,Caldovatus,Camelimonas,Candidatus,Capnocytophaga,Capronia,Capsaspora,Carbonactinospora,Cardiobacterium,Castellaniella,Catellatospora,Catenulispora,Caulobacter,Cavenderia,Cecembia,Cedecea,Celeribacter,Cellulomonas,Cellvibrio,Cephalotrichum,Ceratocystis,Cercospora,Cereibacter,Chara,Chelatococcus,Chimaeribacter,Chitinimonas,Chitiniphilus,Chitinophaga,Chitinophagaceae,Chloracidobacterium,Chlorella,Choanephora,Chromera,Chromobacterium,Chroococcidiopsis,Chryseobacterium,Chryseolinea,Chryseotalea,Ciceribacter,Citreimonas,Citricoccus,Citrobacter,Cladobotryum,Cladophialophora,Cladorrhinum,Clavibacter,Claviceps,Clonostachys,Clostridium,Cnuella,Cnuibacter,Cognatilysobacter,Cognatishimia,Cognatiyoonia,Cohnella,Colletotrichum,Collimonas,Collybia,Comamonas,Commensalibacter,Compostimonas,Conexibacter,Congregibacter,Coniella,Coniochaeta,Conoideocrella,Corallibacter,Corallincola,Corallococcus,Cordyceps,Corynebacterium,Corynespora,Couchioplanes,Crenobacter,Crenothrix,Cribrihabitans,Croceibacterium,Croceimicrobium,Croceitalea,Croceivirga,Crocosphaera,Cronobacter,Crossiella,Cryobacterium,Cryomorpha,Cryphonectria,Cryptococcus,Cryptosporangium,Cryptosporidium,Cucurbitaria,Cudoniella,Cupriavidus,Curtobacterium,Curvibacter,Curvularia,Cutibacterium,Cyclobacterium,Cycloclasticus,Cylindrodendrum,Cyphellophora,Cypionkella,Dactylonectria,Dactylosporangium,Daeguia,Daejeonella,Decorospora,Dehalococcoides,Deinococcus,Delftia,Dermabacter,Dermacoccus,Desertihabitans,Desulfatibacillum,Desulfatitalea,Devosia,Diaphorobacter,Diaporthe,Dickeya,Dictyobacter,Dietzia,Dinoroseobacter,Diplodia,Diplogelasinospora,Dokdonella,Dokdonia,Domibacillus,Donghicola,Dongia,Draconibacterium,Drosophila,Duffyella,Duganella,Dulcicalothrix,Dyadobacter,Dyella,Echinicola,Echria,Ectopseudomonas,Ectorhizobium,Edaphosphingomonas,Eilatimonas,Eiseniibacteriota,Ekhidna,Elsinoe,Embleya,Emericellopsis,Emiliania,Emticicia,Endobacter,Endocarpon,Endosaccharibacter,Engelhardtia,Enhydrobacter,Enhygromyxa,Ensifer,Enteractinococcus,Enterobacter,Enterococcus,Entomobacter,Entotheonella,Eremomyces,Erwinia,Erysiphe,Escherichia,Escovopsis,Estrella,Eutreptiella,Eutypa,Ewingella,Exophiala,Exserohilum,Faecalibacterium,Falsigemmobacter,Falsihalocynthiibacter,Falsirhodobacter,Falsiruegeria,Fertoeibacter,Fibrella,Fibrisoma,Fibrobacter,Filimonas,Finegoldia,Fistulifera,Flagellimonas,Flammeovirga,Flaviaesturariibacter,Flavihumibacter,Flavilitoribacter,Flavimaricola,Flavipsychrobacter,Flavisolibacter,Flavobacterium,Flexivirga,Florenciella,Floricoccus,Fluctibacter,Fluoribacter,Fluviicoccus,Fontibacter,Fontimonas,Francisella,Franconibacter,Frankia,Frigidibacter,Fulvivirga,Fusarium,Fuscibacter,Fuscovulum,Gaetbulibacter,Galdieria,Gammaproteobacteria,Gemmatimonas,Gemmobacter,Geobacillus,Geodermatophilus,Geojedonia,Geopseudomonas,Georhizobium,Geosmithia,Gibberella,Gibbsiella,Gimibacter,Ginsengibacter,Glaciecola,Glaciimonas,Glarea,Gluconacetobacter,Gluconobacter,Glutamicibacter,Gnomoniopsis,Golovinomyces,Gordonia,Gottfriedia,Granulosicoccus,Gryllotalpicola,Gymnodinialimonas,Haematobacter,Hahella,Haliea,Halioglobus,Halioxenophilus,Haliscomenobacter,Haloactinospora,Haloarcula,Halococcoides,Halodurantibacterium,Haloechinothrix,Haloferax,Halomonas,Haloprofundus,Halopseudomonas,Halorubrum,Halospina,Halostreptopolyspora,Halovibrio,Hansschlegelia,Hapsidospora,Haptolina,Harenicola,Hartmannibacter,Hasllibacter,Hazenella,Helianthus,Hellea,Henriciella,Herbaspirillum,Herbiconiux,Herbidospora,Herbihabitans,Herminiimonas,Heterostelium,Histidinibacterium,Hoeflea,Hortaea,Hoylesella,Hoyosella,Hyaloscypha,Hydrocarboniclastica,Hydrocarboniphaga,Hydrogenophaga,Hydrotalea,Hymenobacter,Hyphodiscus,Hyphomonas,Ideonella,Inhella,Inquilinus,Intrasporangium,Isoalcanivorax,Isoptericola,Janibacter,Jannaschia,Janthinobacterium,Jatrophihabitans,Jejubacter,Jeongeupia,Jhaorihella,Jiulongibacter,Kaistella,Kangiella,Ketobacter,Kibdelosporangium,Kineobactrum,Kineococcus,Kineosporia,Kingella,Kitasatospora,Klebsiella,Kluyvera,Knoellia,Kocuria,Komagataeibacter,Kordia,Kordiimonas,Kosakonia,Krasilnikovia,Kushneria,Kutzneria,Kytococcus,Labrys,Lachnellula,Lacibacter,Lacihabitans,Lacimonas,Lacinutrix,Lampropedia,Lasiodiplodia,Lasiosphaeria,Lausannevirus,Lecanosticta,Leclercia,Legionella,Leifsonia,Leisingera,Lelliottia,Lentibacillus,Lentiprolixibacter,Lentithecium,Lentzea,Leptobacterium,Leptospira,Leucobacter,Limimaricola,Limnobacter,Limnohabitans,Limnovirga,Limosilactobacillus,Lipingzhangella,Listeria,Litoreibacter,Litorivita,Loktanella,Lolliginicoccus,Longispora,Lonsdalea,Lujinxingia,Lunatimonas,Lupinus,Luteibacter,Luteimicrobium,Luteimonas,Luteipulveratus,Luteococcus,Lutibacter,Lutimaribacter,Lutimonas,Lysinibacillus,Lysobacter,Macrophomina,Madurella,Maliponia,Mangrovihabitans,Mangrovimicrobium,Mangrovivirga,Marimonas,Marinactinospora,Marinagarivorans,Marinibacterium,Marinibaculum,Marinigracilibium,Marinimicrobium,Mariniradius,Marinirhabdus,Marinobacter,Marinomonas,Marinoscillum,Marinovum,Maritimibacter,Marivirga,Marivita,Marivivens,Marmoricola,Martelella,Massilia,Medicago,Meinhardsimonia,Mesobacterium,Mesobaculum,Mesopusillimonas,Mesorhizobium,Metapseudomonas,Metarhizium,Methylobacillus,Methylobacterium,Methylobrevis,Methylocaldum,Methyloceanibacter,Methylocella,Methylococcus,Methyloglobulus,Methylomarinovum,Methylophaga,Methylophilus,Methylopila,Methyloradius,Methylosinus,Micractinium,Microbacterium,Microbispora,Microbulbifer,Microcoleus,Microcystis,Micromonas,Micromonospora,Microscilla,Microterricola,Microthyrium,Microvenator,Microvirga,Mixta,Mobilicoccus,Modestobacter,Moelleriella,Mollisia,Moniliophthora,Monosporascus,Montanilutibacter,Moorena,Motilibacter,Mucilaginibacter,Mucor,Mucuna,Mumia,Myceligenerans,Mycena,Mycetocola,Mycobacterium,Mycobacteroides,Mycolicibacter,Mycolicibacterium,Myxococcus,Natrarchaeobaculum,Natrinema,Natronobacterium,Natronococcus,Natronoflexus,Natronolimnobius,Natronorubrum,Natronospira,Neisseria,Neoasaia,Neobacillus,Neobodo,Neogemmobacter,Neolewinella,Neomicrococcus,Neonectria,Neorhizobium,Neoroseomonas,Neotabrizicola,Neptunitalea,Nereida,Nesterenkonia,Nguyenibacter,Niabella,Niallia,Niastella,Nibrella,Nibricoccus,Nissabacter,Nitratireductor,Niveibacterium,Nocardia,Nocardioides,Nocardiopsis,Nonlabens,Nonomuraea,Nostocoides,Noviherbaspirillum,Noviluteimonas,Novimethylophilus,Novosphingobium,OM182,Occultella,Oceanibacterium,Oceanicoccus,Oceaniradius,Oceanithermus,Oceanobacillus,Oceanococcus,Oceanomicrobium,Ochrobactrum,Octadecabacter,Oleiagrimonas,Oleiphilus,Oleispira,Oleomonas,Olleya,Ophiobolus,Ophiocordyceps,Opuntia,Orbilia,Oricola,Ornithinimicrobium,Oryzomicrobium,Ostreobium,Ottowia,Oxalicibacterium,Pacificibacter,Pacificitalea,Paenacidovorax,Paenarthrobacter,Paenibacillus,Paeniglutamicibacter,Paenirhodobacter,Palleronia,Paludibacter,Paludibacterium,Panacagrimonas,Panaeolus,Pandoraea,Pannonibacter,Pantoea,Paraburkholderia,Paracidovorax,Paracoccidioides,Paracoccus,Paraconexibacter,Paracraurococcus,Paractinoplanes,Parafrankia,Paragemmobacter,Parageobacillus,Paraglaciecola,Parahaliea,Paraherbaspirillum,Paramarasmius,Parapedobacter,Paraperlucidibaca,Paraphaeosphaeria,Parapusillimonas,Pararhizobium,Pararhodobacter,Pararobbsia,Pararoseomonas,Parasedimentitalea,Parasphingopyxis,Parasulfitobacter,Parelaphostrongylus,Parendozoicomonas,Parenemella,Parvicella,Parvularcula,Passalora,Patulibacter,Paucibacter,Pectobacterium,Pedobacter,Pelagerythrobacter,Pelagimonas,Pelagivirga,Pelagomonas,Pelagovum,Pelomonas,Pendulispora,Penicillium,Peptidiphaga,Peribacillus,Perlucidibaca,Permianibacter,Persicitalea,Persicobacter,Pestalotiopsis,Phaeoacremonium,Phaeobacter,Phaeocystidibacter,Phaeodactylibacter,Phaeovulum,Phenylobacterium,Phialemonium,Phialocephala,Phlyctema,Phnomibacter,Photobacterium,Photorhabdus,Phreatobacter,Phyllobacterium,Phyllosticta,Phytobacter,Phytohabitans,Pigmentiphaga,Pilimelia,Piscinibacter,Piscinibacterium,Planctobacterium,Planctomyces,Planktotalea,Planobispora,Planomonospora,Planosporangium,Planotetraspora,Plantactinospora,Plastorhodobacter,Plastoroseomonas,Plectosphaerella,Plenodomus,Plesiocystis,Pluralibacter,Podospora,Polarella,Polaribacter,Polaromonas,Polymorphospora,Polynucleobacter,Ponticoccus,Pontivivens,Porphyridium,Portibacter,Povalibacter,Prauserella,Prescottella,Priestia,Primorskyibacter,Prochlorococcus,Profundibacter,Profundibacterium,Promicromonospora,Prosthecobacter,Protofrankia,Providencia,Prymnesium,Pseudaestuariivita,Pseudahrensia,Pseudaquabacterium,Pseudarthrobacter,Pseudescherichia,Pseudidiomarina,Pseudoalteromonas,Pseudobacillus,Pseudobacteriovorax,Pseudocercospora,Pseudochrobactrum,Pseudoclavibacter,Pseudodesulfovibrio,Pseudodonghicola,Pseudoduganella,Pseudofrankia,Pseudogemmobacter,Pseudoglutamicibacter,Pseudohaliea,Pseudohalioglobus,Pseudohongiella,Pseudokineococcus,Pseudolysobacter,Pseudomarimonas,Pseudomethylobacillus,Pseudomonas,Pseudonocardia,Pseudooceanicola,Pseudooctadecabacter,Pseudophaeobacter,Pseudopithomyces,Pseudoponticoccus,Pseudoprimorskyibacter,Pseudorhizobium,Pseudorhodobacter,Pseudorhodoferax,Pseudoroseicyclus,Pseudoruegeria,Pseudosporangium,Pseudosulfitobacter,Pseudotabrizicola,Pseudotenacibaculum,Pseudothioclava,Pseudovibrio,Pseudoxanthomonas,Psychrobacter,Psychroflexus,Psychromarinibacter,Psychromicrobium,Pueribacillus,Pullulanibacillus,Puniceibacterium,Pusillimonas,Pycnococcus,Pyrenophora,Pyricularia,Quadrisphaera,Quercus,Quisquiliibacterium,Rahnella,Raineyella,Ralstonia,Ramlibacter,Ramularia,Raoultella,Rapidithrix,Rariglobus,Rasamsonia,Rathayibacter,Rehaibacterium,Reichenbachiella,Reyranella,Rhabdobacter,Rhabdonatronobacter,Rheinheimera,Rhizobium,Rhizocola,Rhizoctonia,Rhizophlyctis,Rhizorhabdus,Rhizosaccharibacter,Rhodalgimonas,Rhodanobacter,Rhodobacter,Rhodocista,Rhodococcoides,Rhodococcus,Rhodocytophaga,Rhodoferax,Rhodohalobacter,Rhodonellum,Rhodophyticola,Rhodopila,Rhodopseudomonas,Rhodosalinus,Rhodospirillum,Rhodotorula,Rhodovulum,Rhynchosporium,Rhypophila,Rivibacter,Robbsia,Robertkochia,Rohdeia,Rosa,Roseateles,Roseburia,Roseibaca,Roseibium,Roseicella,Roseicitreum,Roseicyclus,Roseinatronobacter,Roseisalinus,Roseitalea,Roseivirga,Roseivivax,Rosellinia,Rosenbergiella,Roseobacter,Roseomonas,Roseovarius,Rotaria,Rothia,Rouxiella,Rubellimicrobium,Rubrivivax,Ruegeria,Rufibacter,Rugamonas,Ruixingdingia,Ruminococcus,Runella,SAR324,SAR86,SAR92,Saccharibacillus,Saccharomonospora,Saccharopolyspora,Saccharothrix,Sagittula,Salibaculum,Salinarimonas,Salinigranum,Salinihabitans,Saliniramus,Salinisphaera,Salinispira,Salinispirillum,Salinomyces,Salipiger,Salmonella,Sandaracinomonas,Sarocladium,Schaalia,Schizothecium,Schleiferia,Schumannella,Scleromatobacter,Sclerotinia,Sedimentimonas,Sediminihaliea,Sediminitomix,Seiridium,Seminavis,Seohaeicola,Serinibacter,Serinicoccus,Serratia,Sheuella,Shewanella,Shimia,Shimwellia,Shivajiella,Siccibacter,Silicimonas,Silvimonas,Simiduia,Simplicispira,Sinimarinibacterium,Sinisalibacter,Sinomonas,Sinorhizobium,Sinosporangium,Skermanella,Skermania,Snodgrassella,Sodalis,Solimicrobium,Solimonas,Sorangium,Spectribacter,Speluncibacter,Sphaceloma,Sphaerisporangium,Sphingobacterium,Sphingobium,Sphingomicrobium,Sphingomonas,Sphingopyxis,Sphingorhabdus,Spinactinospora,Spirosoma,Splendidivirga,Spongiactinospora,Spongiibacter,Spongiivirga,Spongisporangium,Sporothrix,Stachybotrys,Stagnihabitans,Stagnimonas,Staphylococcus,Staphylotrichum,Starkeya,Stemphylium,Stenotrophobium,Stenotrophomonas,Steroidobacter,Streptacidiphilus,Streptococcus,Streptomonospora,Streptomyces,Streptosporangium,Stutzerimonas,Stylonychia,Subtercola,Sulfidibacter,Sulfitobacter,Sungkyunkwania,Svornostia,Symbiodinium,Symbiopectobacterium,Szabonella,Tabrizicola,Tahibacter,Taibaiella,Talaromyces,Tamilnaduibacter,Tangfeifania,Tardiphaga,Tateyamaria,Tatumella,Teichococcus,Tenacibaculum,Tenebrionibacter,Tepidimonas,Terasakiispira,Terrabacter,Terricaulis,Terriglobus,Tersicoccus,Tessaracoccus,Thalassobacter,Thalassobius,Thalassococcus,Thalassolituus,Thalassorhabdomicrobium,Thalassospira,Thalassotalea,Thalassovita,Thanatephorus,Thecamonas,Thermobifida,Thermocatellispora,Thermocrispum,Thermoflexibacter,Thermogutta,Thermomonas,Thermomonospora,Thermonema,Thetidibacter,Thioclava,Thiothrix,Tibeticola,Tilletia,Tistrella,Tolypocladium,Tomitella,Tractidigestivibacter,Trametes,Tranquillimonas,Trebonia,Trematosphaeria,Treponema,Trichoderma,Trichophyton,Trichormus,Trinickia,Triparma,Tritonibacter,Tropicibacter,Tsukamurella,Tsuneonella,Tuber,Tunturiibacter,Turneriella,Uliginosibacterium,Umezawaea,Undibacterium,Unknown,Urechidicola,Ureibacillus,Vannielia,Variovorax,Venatoribacter,Venturia,Verruconis,Verticillium,Vibrio,Vineibacter,Viridibacillus,Vitis,Vitrella,Vogesella,Vulcaniibacterium,Vulcanimicrobium,Wenjunlia,Wenxinia,Wenzhouxiangella,Wickerhamiella,Wickerhamomyces,Williamsia,Winogradskya,Winogradskyella,Winslowiella,Woeseia,Xanthomonas,Xaviernesmea,Xenophilus,Xenopus,Xiashengella,Xylanibacillus,Xylaria,Xylella,Yersinia,Yinghuangia,Yoonia,Zafaria,Zavarzinia,Zea,Zeimonas,Zemynaea,Zhihengliuella,Zhongshania,Zoogloea,Zooshikella,[Actinomadura],[Brevibacterium],[Clostridium],[Mycobacterium],[Pseudomonas],[Roseibacterium],[Torrubiella],bacterium,bioreactor,blood,candidate,gamma,hydrothermal,marine,metagenome,mine,termite,uncultured,unidentified
SRR28636381,0,0,0,734,0,0,0,0,6,1,0,1,1,0,0,0,0,35,3,0,0,1,0,7,13,66,1,4,5,11,0,0,4,1,0,2,24,0,0,0,4,0,0,16,38,3,6,24,1,0,0,1215,0,7,0,0,4,3,447,2,1,0,0,0,0,0,4,2,1,3,2,6,8,0,2,0,1,0,9,0,2,0,0,0,0,2,0,6,2,7,3,120,0,0,0,91,0,2,31,3,1,1,0,2,0,0,0,1,10,1,0,3,0,0,2,7,4,0,31,0,1,25,0,0,0,0,3561,0,0,1,1,4,5,0,0,0,3,2,0,0,438,0,0,3,1,0,0,226,0,0,2,1,55,0,0,0,3,9,0,114,2,14,0,402,40,0,105,13,0,0,38,14,2,0,304,0,2,0,15,0,1,4,1,22,2,291,3,3,0,26,2,0,6,0,21,0,0,8,1,74,0,4,53,0,0,1,17,0,1,67,8,0,9,0,46,0,2,0,30,8,0,2,2,0,0,3,18,0,24,2,0,0,4,0,25,0,0,24,83,0,0,7,4,0,3,14,2,2,2,0,0,10,21,86,1,1,2,3,5,0,0,1,0,0,0,0,17,0,0,0,0,12,0,1,174,13,0,120,0,21,1,0,28,9,0,14,1,2,0,3,21,0,0,8,0,0,2,61,2,0,2,0,34,1,2,16,0,0,0,0,1,13,0,0,1,34,100,4,57,0,5,0,0,0,292,1,0,12,5,14,7,0,0,0,0,7,9,16,4,10,3,0,23,3,3,2,4,1,0,0,18,0,49,1,0,2,0,0,26,6,0,5,0,0,0,79,6,0,6,194,1,0,7,10,25,9,0,5,0,0,2,0,11,1,4,1,3,1,1075,0,4,0,102,0,57,14,1,7,0,0,0,3,31,1,0,1,0,0,2,0,0,2,151,1,775,0,18,0,0,5,0,11,13,0,0,0,71,0,0,14,0,0,87,67,179,0,3,0,103,0,0,0,4,0,21,17,0,14,5,9,0,3,0,151,18,0,0,3,0,3,0,0,0,0,47,0,25,13,0,5,46,2,0,8,7,1,1,0,0,0,0,9,1,5,40,6,0,7,0,137,27,0,1,18,0,0,0,0,0,11,13,0,31,8,3,0,0,2,3,2,0,0,0,0,7,0,0,0,1,0,3,23,0,2,17,2,4,0,3,0,2,0,0,0,1,0,3,10,0,71,12,3,0,53,0,0,0,0,0,0,2,80,0,0,1,4,2,0,0,0,3,1,0,0,87,0,11,5,2,0,0,1,3,0,0,19,66,9,0,0,0,0,31,1,22,0,127,3,0,12,9,0,2,0,2,4,10,0,2,0,124,29,5,0,2,0,17,0,8,2,4,14,1,4,10,4,3,0,0,0,0,3,11,0,0,2,1,1,0,851,9,0,234,1,0,28,0,9,1,1,0,2,5,4,5,26,0,0,0,0,1,11,0,5,0,1,0,1,0,3,0,1,0,2,0,104,796,15,0,16,22,0,1,0,88,7,0,1,0,0,1,2,8,0,10,0,1,0,0,4,0,0,41,2,0,0,7,0,0,0,0,0,0,1,0,120,3,9,10,4,0,2,1,1,1,11,267,65,5,26,9,45,18,27,29,2,5,5,0,0,23,726,0,0,9,1,3,0,0,1,0,2,0,2,19,1,5,0,0,6,25,0,0,0,2,0,1,2,130,3,57,0,0,13,1,0,51,0,0,0,0,116,7,50,0,1,5,4,0,10,1,2,58,0,1,82,2,0,11,0,30,0,3,6,0,0,1,0,0,0,2,0,12,4,0,0,0,2,3,0,0,3,87,0,1,1,2,0,0,1,0,56,1,0,2,0,0,37,0,0,0,6,2,0,0,3,0,0,5,185,6,13,3,3,4,7,4,3,0,341,3,2,1,0,16,0,0,7,3,45,1,3,2,13,2,0,0,18,3,8,0,0,1,8,7,1,0,31,618,0,0,1,0,3,101,96,0,0,1,1,17,6,45,0,0,105,6,0,0,106,15,1,1,0,2,0,7,41,0,13,823,0,4,0,0,0,18,0,0,1,0,1,54,0,1,2,0,0,10,5,0,0,50,22,0,8,0,1,0,0,2,3,0,25,14,1,4,9,1,1,0,4,4,0,3,6,0,0,20,0,10,13,3,5,0,0,171,0,0,9,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,3,7,9,12,0,5,10,0,0,3,0,0,1,0,12,0,2,24,0,0,0,0,0,31,15,42,3,0,0,10,4,70,0,290,807,3,0,7,0,4,0,0,0,10,0,7,0,2,0,9,3,1,10,0,1,1,21,872,25,0,0,4,2,3,0,0,2,0,0,32,11,1,0,0,5,13,0,0,8,0,0,31,1,6,16,0,4,0,0,1,0,0,0,8,0,1,1,0,3,1,0,0,25,26,10,1,0,69,0,1,0,5,1,9,6,1,0,15,80,1,0,0,0,0,0,2,0,27,214,0,7,1,1,0,5,2,0,0,0,119,0,107,660,342,1,1,0,4,3,1,6,50,62,0,1,0,0,45,0,0,1,1,137,22,0,0,9,22,14,4,1,0,0,0,0,2,7,0,3,12,3,0,3,0,3,2,5,0,6,12,0,0,0,0,3,115,0,1,60,15,0
SRR23961995,0,0,0,484,0,0,2,0,7,0,0,2,0,0,0,0,4,22,2,2,0,5,4,1,5,31,0,2,0,12,1,0,3,11,0,0,14,2,0,0,2,0,0,11,9,0,1,6,0,0,0,995,0,8,0,0,4,0,265,0,2,0,0,0,0,0,1,0,0,0,0,7,4,0,0,0,2,0,1,0,2,0,0,0,0,2,0,2,0,4,1,69,0,0,0,69,0,0,14,2,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,11,1,0,16,2,0,11,0,1,2,0,2915,0,0,1,0,4,3,0,0,0,2,1,2,0,309,0,0,5,0,0,0,213,1,0,0,0,25,0,0,0,2,3,0,67,0,16,0,196,66,2,63,0,0,0,21,6,0,0,167,1,1,1,2,0,2,6,4,15,1,156,3,6,0,23,0,0,4,0,10,0,0,2,0,42,0,1,52,1,6,1,8,0,0,17,5,0,9,0,24,0,1,0,51,4,0,0,2,1,0,2,16,0,14,6,0,0,3,1,13,0,0,12,44,0,0,0,5,0,4,7,0,0,1,0,0,5,21,53,0,4,1,2,0,2,1,0,0,0,1,0,4,2,0,0,0,12,0,2,89,0,1,111,4,24,0,2,26,10,0,6,1,2,0,0,10,0,0,0,0,0,2,31,0,2,2,0,24,0,2,7,0,0,1,0,0,8,0,0,4,10,55,4,51,0,4,8,0,0,165,2,0,4,4,4,4,1,0,0,3,4,6,2,0,8,1,0,15,1,2,2,2,1,0,0,25,0,33,0,0,0,0,0,20,3,0,1,0,1,0,36,6,0,7,97,2,0,8,9,32,3,0,1,0,0,1,0,9,2,1,0,0,2,658,2,6,0,123,0,18,13,3,0,0,0,0,2,24,0,1,0,0,0,8,0,0,0,162,3,465,0,6,0,0,1,0,10,5,0,1,0,63,0,0,6,3,0,43,17,95,0,1,0,47,2,4,0,2,0,3,8,0,16,0,7,0,2,2,164,8,3,0,1,1,1,0,0,0,2,21,0,7,13,2,2,14,2,0,3,4,0,0,0,0,0,0,13,0,5,25,10,0,6,0,83,8,0,2,10,0,0,0,0,0,9,7,0,14,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,17,0,10,7,1,0,0,0,0,0,0,0,0,1,0,3,3,0,52,5,2,0,18,0,0,0,0,2,0,1,65,0,2,0,0,9,0,0,0,2,0,2,0,47,0,0,4,0,0,0,0,1,0,0,5,24,1,0,0,2,0,11,1,28,0,89,1,0,11,8,0,4,0,1,4,2,0,0,0,89,10,3,0,0,0,7,2,5,3,2,13,1,4,3,7,1,4,0,0,1,0,18,0,0,4,5,3,0,525,5,2,116,0,0,10,0,2,1,2,0,2,3,1,7,20,2,0,0,0,3,6,1,3,0,3,1,1,0,0,0,6,0,3,1,67,931,4,1,5,25,2,3,1,64,1,0,1,0,1,0,0,4,0,2,0,0,0,0,1,0,0,36,0,0,1,3,0,1,0,0,0,0,0,0,67,0,0,2,6,1,6,0,0,1,2,108,29,4,3,2,14,21,10,11,0,17,10,0,0,14,578,0,0,5,0,4,0,0,0,0,3,1,1,33,2,2,1,0,0,8,0,0,0,4,0,0,1,116,0,22,2,0,5,0,1,40,0,0,1,1,23,2,58,0,2,1,3,0,1,0,1,23,0,1,41,1,0,3,0,13,0,1,2,0,1,0,0,0,1,0,0,18,2,4,0,1,0,5,0,0,3,43,0,2,2,0,0,0,0,0,29,0,5,0,0,0,10,0,0,1,6,0,0,0,0,0,0,3,70,6,4,0,5,7,4,0,0,0,251,0,2,1,0,11,0,0,6,3,29,3,1,0,5,1,0,0,18,1,5,1,0,3,7,4,0,0,19,366,1,0,2,0,1,90,56,0,0,0,0,32,1,33,0,0,52,2,0,2,74,5,0,0,0,0,0,4,14,0,9,673,3,10,1,0,0,15,0,0,1,2,0,62,0,4,0,0,1,9,9,0,0,24,9,0,0,0,0,0,0,3,2,0,14,10,4,5,10,0,0,3,3,0,0,0,8,2,0,19,0,3,12,2,1,0,0,118,2,0,8,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,3,1,0,0,3,3,2,9,0,2,7,1,0,0,0,0,3,1,11,0,5,9,1,0,0,0,0,10,24,21,0,0,0,6,2,46,0,156,450,6,0,9,0,1,0,0,0,4,0,2,0,0,0,0,2,2,13,0,0,0,9,453,5,0,0,4,0,0,0,0,2,0,0,35,6,0,0,0,1,4,0,0,0,0,0,23,1,1,9,1,0,2,0,0,1,1,0,14,0,1,0,0,6,0,0,0,37,2,5,1,0,43,0,0,0,0,0,19,4,0,0,0,82,0,3,0,0,0,0,0,0,19,49,0,4,1,0,8,1,1,0,0,0,85,0,34,976,151,0,1,0,0,0,0,2,14,27,0,0,0,1,13,0,1,0,0,67,10,0,0,2,16,9,2,1,0,0,0,0,2,2,0,0,3,0,0,5,0,1,0,3,0,13,8,2,0,1,0,3,117,0,4,25,14,0
