protein_id	taxid	genus	species	source_db
A0A1X1XC13		Mycobacterium	Mycobacterium kyorinense	UniProt
A0A1X1XM19		Mycobacterium	Mycobacterium kyorinense	UniProt
A0A1X1Y6Q2		Mycobacterium	Mycobacterium lacus	UniProt
A0A1X1Y7B7		Mycolicibacter	Mycolicibacter longobardus	UniProt
A0A1X1Y7P3		Mycolicibacter	Mycolicibacter longobardus	UniProt
A0A1X1YCA9		Mycobacterium	Mycobacterium kyorinense	UniProt
A0A1X1YH38		Mycolicibacter	Mycolicibacter longobardus	UniProt
A0A1X1YLK7		Mycobacterium	Mycobacterium kyorinense	UniProt
A0A1X1YMJ9		Mycolicibacter	Mycolicibacter longobardus	UniProt
A0A1X1YUK6		Mycobacterium	Mycobacterium nebraskense	UniProt
A0A1X1Z090		Mycobacterium	Mycobacterium palustre	UniProt
A0A1X1Z1B3		Mycobacterium	Mycobacterium nebraskense	UniProt
A0A1X1Z611		Mycobacterium	Mycobacterium palustre	UniProt
A0A1X1ZCA4		Mycobacterium	Mycobacterium palustre	UniProt
A0A1X1ZDH6		Mycolicibacter	Mycolicibacter nonchromogenicus (Mycobacterium nonchromogenicum)	UniProt
A0A1X1ZIG7		Mycolicibacter	Mycolicibacter nonchromogenicus (Mycobacterium nonchromogenicum)	UniProt
A0A1X1ZIH4		Mycolicibacter	Mycolicibacter nonchromogenicus (Mycobacterium nonchromogenicum)	UniProt
A0A1X1ZIK9		Mycobacterium	Mycobacterium palustre	UniProt
A0A1X1ZNH2		Mycolicibacter	Mycolicibacter nonchromogenicus (Mycobacterium nonchromogenicum)	UniProt
A0A1X1ZNU0		Mycobacterium	Mycobacterium nebraskense	UniProt
A0A1X1ZPV8		Mycolicibacter	Mycolicibacter nonchromogenicus (Mycobacterium nonchromogenicum)	UniProt
A0A1X1ZRZ6		Mycobacterium	Mycobacterium nebraskense	UniProt
A0A1X1ZSK7		Mycobacterium	Mycobacterium palustre	UniProt
A0A1X1ZWE8		Mycobacterium	Mycobacterium nebraskense	UniProt
A0A1X1ZWV9		Mycobacterium	Mycobacterium palustre	UniProt
A0A1X1ZYR0		Mycobacterium	Mycobacterium palustre	UniProt
A0A1X2A4I0		Mycobacterium	Mycobacterium paraense	UniProt
A0A1X2A620		Mycobacterium	Mycobacterium paraense	UniProt
A0A1X2A998		Mycobacterium	Mycobacterium paraense	UniProt
A0A1X2AAF2		Mycobacterium	Mycobacterium paraense	UniProt
A0A1X2AD72		Mycobacterium	Mycobacterium paraense	UniProt
A0A1X2AD77		Mycobacterium	Mycobacterium paraense	UniProt
A0A1X2AFM0		Mycobacterium	Mycobacterium paraense	UniProt
A0A1X2AH29		Mycobacterium	Mycobacterium paraense	UniProt
A0A1X2AHP1		Mycobacterium	Mycobacterium paraense	UniProt
A0A1X2ALT9		Mycobacterium	Mycobacterium paraense	UniProt
A0A1X2BHE1		Mycobacterium	Mycobacterium riyadhense	UniProt
A0A1X2BR04		Mycobacterium	Mycobacterium riyadhense	UniProt
A0A1X2CST1		Mycobacterium	Mycobacterium riyadhense	UniProt
A0A1X2D8Y1		Mycobacterium	Mycobacterium riyadhense	UniProt
A0A1X2DIX8		Mycobacterium	Mycobacterium szulgai	UniProt
A0A1X2DNF1		Mycobacterium	Mycobacterium szulgai	UniProt
A0A1X2DXL0		Mycobacterium	Mycobacterium szulgai	UniProt
A0A1X2E715		Mycobacterium	Mycobacterium szulgai	UniProt
A0A1X2EFU8		Mycolicibacillus	Mycolicibacillus trivialis	UniProt
A0A1X2EKM8		Mycolicibacillus	Mycolicibacillus trivialis	UniProt
A0A1X2EMM5		Mycolicibacillus	Mycolicibacillus trivialis	UniProt
A0A1X2EXD2		Mycobacterium	Mycobacterium szulgai	UniProt
A0A1X2F0I6		Mycolicibacterium	Mycolicibacterium wolinskyi	UniProt
A0A1X2F687		Mycolicibacterium	Mycolicibacterium wolinskyi	UniProt
A0A1X2FAA5		Mycolicibacterium	Mycolicibacterium wolinskyi	UniProt
A0A1X2KLS0		Mycolicibacterium	Mycolicibacterium vulneris	UniProt
A0A1X2KTM3		Mycolicibacterium	Mycolicibacterium vulneris	UniProt
A0A1X2KVT5		Mycolicibacterium	Mycolicibacterium vulneris	UniProt
A0A1X2KX07		Mycolicibacterium	Mycolicibacterium vulneris	UniProt
A0A1X2KXU7		Mycolicibacterium	Mycolicibacterium vulneris	UniProt
A0A1X2L0Y8		Mycolicibacterium	Mycolicibacterium vulneris	UniProt
A0A1X2LSX4		Mycobacterium	Mycobacterium decipiens	UniProt
A0A1X2LTP4		Mycobacterium	Mycobacterium decipiens	UniProt
A0A1X2LWE6		Mycobacterium	Mycobacterium decipiens	UniProt
A0A1X7HX17		Corynebacterium	Corynebacterium pollutisoli	UniProt
A0A1X7IY91		Corynebacterium	Corynebacterium pollutisoli	UniProt
A0A1X7RLW9		Zymoseptoria	Zymoseptoria tritici (strain ST99CH_3D7)	UniProt
A0A1X7RWK5		Zymoseptoria	Zymoseptoria tritici (strain ST99CH_3D7)	UniProt
A0A1X7S4H6		Zymoseptoria	Zymoseptoria tritici (strain ST99CH_3D7)	UniProt
A0A1X9NJU2		Oceanicoccus	Oceanicoccus sagamiensis	UniProt
A0A1Y0BX11		Mycobacterium	Mycobacterium dioxanotrophicus	UniProt
A0A1Y0BX22		Mycobacterium	Mycobacterium dioxanotrophicus	UniProt
A0A1Y0BXF4		Mycobacterium	Mycobacterium dioxanotrophicus	UniProt
A0A1Y0C4L7		Mycobacterium	Mycobacterium dioxanotrophicus	UniProt
A0A1Y0CE79		Mycobacterium	Mycobacterium dioxanotrophicus	UniProt
A0A1Y0CF22		Mycobacterium	Mycobacterium dioxanotrophicus	UniProt
A0A1Y0CFB1		Mycobacterium	Mycobacterium dioxanotrophicus	UniProt
A0A1Y1KPG7		Photinus	Photinus pyralis (Common eastern firefly) (Lampyris pyralis)	UniProt
A0A1Y1SDW5		Oceanococcus	Oceanococcus atlanticus	UniProt
A0A1Y1SG67		Oceanococcus	Oceanococcus atlanticus	UniProt
A0A1Y1UYN3		Piromyces	Piromyces finnis	UniProt
A0A1Y1XHQ0		Anaeromyces	Anaeromyces robustus	UniProt
A0A1Y1YCZ1		Clohesyomyces	Clohesyomyces aquaticus	UniProt
A0A1Y2EI44		Pseudomassariella	Pseudomassariella vexata	UniProt
A0A1Y2FLN4		Protomyces	Protomyces lactucae-debilis	UniProt
A0A1Y2LY95		Epicoccum	Epicoccum nigrum (Soil fungus) (Epicoccum purpurascens)	UniProt
A0A1Y2MCG7		Epicoccum	Epicoccum nigrum (Soil fungus) (Epicoccum purpurascens)	UniProt
A0A1Y5HRM7		Oleispira	Oleispira antarctica	UniProt
A0A1Y5P1Y0		uncultured	uncultured Mycobacterium sp	UniProt
A0A1Y5PAH1		uncultured	uncultured Mycobacterium sp	UniProt
A0A1Y5PBF2		uncultured	uncultured Mycobacterium sp	UniProt
A0A1Y5PEK5		uncultured	uncultured Mycobacterium sp	UniProt
A0A1Y5PKP5		uncultured	uncultured Mycobacterium sp	UniProt
A0A1Y5XXE4		Kibdelosporangium	Kibdelosporangium aridum	UniProt
A0A1Y6BLH8		Pseudobacteriovorax	Pseudobacteriovorax antillogorgiicola	UniProt
A0A1Y6CJU8		Pseudobacteriovorax	Pseudobacteriovorax antillogorgiicola	UniProt
A0A1Y6LBM9		Zymoseptoria	Zymoseptoria tritici ST99CH_1A5	UniProt
A0A1Y6LLZ2		Zymoseptoria	Zymoseptoria tritici ST99CH_1A5	UniProt
A0A1Y6LTQ1		Zymoseptoria	Zymoseptoria tritici ST99CH_1A5	UniProt
A0A1Z1UUI3		Rhodococcus	Rhodococcus hoagii (Corynebacterium equii)	UniProt
A0A1Z1UX70		Rhodococcus	Rhodococcus hoagii (Corynebacterium equii)	UniProt
A0A1Z1UXR8		Rhodococcus	Rhodococcus hoagii (Corynebacterium equii)	UniProt
A0A1Z2LAX3		Streptomyces	Streptomyces albireticuli	UniProt
A0A1Z2LDT6		Streptomyces	Streptomyces albireticuli	UniProt
A0A1Z2SIQ1		Vibrio	Vibrio gazogenes	UniProt
A0A1Z4EDW1		Mycobacterium	Mycobacterium shigaense	UniProt
A0A1Z4EEA5		Mycobacterium	Mycobacterium shigaense	UniProt
A0A1Z4EIE1		Mycobacterium	Mycobacterium shigaense	UniProt
A0A1Z4EIT9		Mycobacterium	Mycobacterium shigaense	UniProt
A0A1Z4EK37		Mycobacterium	Mycobacterium shigaense	UniProt
A0A1Z4EPC8		Mycobacterium	Mycobacterium shigaense	UniProt
A0A1Z4EQ03		Mycobacterium	Mycobacterium shigaense	UniProt
A0A1Z4ERE0		[Mycobacterium]	[Mycobacterium] stephanolepidis	UniProt
A0A1Z4F026		[Mycobacterium]	[Mycobacterium] stephanolepidis	UniProt
A0A1Z4F1T5		[Mycobacterium]	[Mycobacterium] stephanolepidis	UniProt
A0A1Z4F227		[Mycobacterium]	[Mycobacterium] stephanolepidis	UniProt
A0A1Z4F3U4		[Mycobacterium]	[Mycobacterium] stephanolepidis	UniProt
A0A1Z5SR33		Hortaea	Hortaea werneckii EXF-2000	UniProt
A0A1Z5TK30		Hortaea	Hortaea werneckii EXF-2000	UniProt
