run_accession,Abyssibacter,Acaromyces,Acerihabitans,Acetivibrio,Acetobacter,Acetobacteraceae,Achromobacter,Acidimangrovimonas,Acidiphilium,Acidipropionibacterium,Acidisoma,Acidithiobacillus,Acidocella,Acidovorax,Acinetobacter,Acrocarpospora,Actibacterium,Actimicrobium,Actinoallomurus,Actinocatenispora,Actinocorallia,Actinokineospora,Actinomadura,Actinomyces,Actinomycetospora,Actinophytocola,Actinoplanes,Actinopolyspora,Actinorhabdospora,Actinorugispora,Adhaeribacter,Advenella,Aequoribacter,Aeromicrobium,Aeromonas,Aestuariirhabdus,Afipia,Agarivorans,Aggregatimonas,Agitococcus,Agreia,Agrobacterium,Agromyces,Albibacterium,Albidovulum,Alcaligenaceae,Alcaligenes,Alcanivorax,Alexandrium,Algivirga,Algoriphagus,Alicycliphilus,Alicyclobacillus,Aliidongia,Aliigemmobacter,Aliikangiella,Aliiroseovarius,Aliiruegeria,Aliishimia,Aliivibrio,Alkalilimnicola,Alkalimarinus,Alkalimonas,Alkalisalibacterium,Alkalispirochaeta,Alkalitalea,Alkanindiges,Allgaiera,Alloacidobacterium,Alloalcanivorax,Allokutzneria,Allorhizobium,Altererythrobacter,Alterirhizorhabdus,Alternaria,Alteromonas,Amantichitinum,Aminobacter,Ammonicoccus,Amnibacterium,Amnimonas,Amycolatopsis,Amylibacter,Anaerosacchariphilus,Ancylobacter,Ancylostoma,Antarcticimicrobium,Antarctobacter,Anthurium,Antrihabitans,Aquabacterium,Aquicella,Aquiflexum,Aquimarina,Aquimixticola,Aquimonas,Aquipseudomonas,Aquirhabdus,Aquirufa,Aquisalinus,Aquitalea,Archangium,Arcticibacter,Arenimonas,Aromatoleum,Arsukibacterium,Arthrobacter,Asanoa,Ascidiaceihabitans,Aspergillus,Atopomonas,Auraticoccus,Aureibacter,Aureimonas,Aureispira,Aureitalea,Aureobasidium,Aureoumbra,Austwickia,Avibacterium,Bacillus,Bacterioplanes,Bacterioplanoides,Bacteroides,Baekduia,Bdellovibrio,Beauveria,Belliella,Bhargavaea,Bionectria,Blastomonas,Bordetella,Bosea,Botryosphaeria,Bowdeniella,Brachybacterium,Bradyrhizobiaceae,Bradyrhizobium,Bremerella,Brenneria,Brevibacillus,Brevibacterium,Brevifollis,Brevirhabdus,Brevundimonas,Brucella,Brugia,Brumicola,Burkholderia,Burkholderiales,Buttiauxella,Butyricimonas,Caballeronia,Cadophora,Caenimonas,Caenorhabditis,Caldimonas,Caldovatus,Camelimonas,Candidatus,Capnocytophaga,Capronia,Capsaspora,Carbonactinospora,Cardiobacterium,Castellaniella,Catellatospora,Catenulispora,Caulobacter,Cavenderia,Cecembia,Cedecea,Celeribacter,Cellulomonas,Cephalotrichum,Ceratocystis,Cercospora,Cereibacter,Chara,Chelatococcus,Chimaeribacter,Chitinimonas,Chitiniphilus,Chitinophaga,Chitinophagaceae,Chloracidobacterium,Choanephora,Chromera,Chromobacterium,Chroococcidiopsis,Chryseobacterium,Chryseolinea,Chryseotalea,Ciceribacter,Citreimonas,Citrobacter,Cladobotryum,Cladophialophora,Cladorrhinum,Clavibacter,Claviceps,Clonostachys,Clostridium,Cnuella,Cnuibacter,Cognatilysobacter,Cognatishimia,Cohnella,Colletotrichum,Collimonas,Comamonas,Commensalibacter,Compostimonas,Conexibacter,Congregibacter,Coniella,Coniochaeta,Conoideocrella,Corallococcus,Cordyceps,Corynebacterium,Couchioplanes,Crenobacter,Crenothrix,Cribrihabitans,Croceibacterium,Croceitalea,Crocosphaera,Cronobacter,Cryobacterium,Cryptosporangium,Cryptosporidium,Cudoniella,Cupriavidus,Curtobacterium,Curvibacter,Curvularia,Cutibacterium,Cyclobacterium,Cycloclasticus,Cyphellophora,Cypionkella,Dactylonectria,Dactylosporangium,Daeguia,Daejeonella,Decorospora,Dehalococcoides,Deinococcus,Delftia,Dendryphion,Dermacoccus,Desulfatibacillum,Desulfatitalea,Devosia,Diaphorobacter,Diaporthe,Dickeya,Dictyobacter,Dietzia,Dinoroseobacter,Diplodia,Diplogelasinospora,Dokdonia,Donghicola,Dongia,Draconibacterium,Drosophila,Duffyella,Duganella,Dulcicalothrix,Dyadobacter,Dyella,Echinicola,Echria,Ectopseudomonas,Ectorhizobium,Edaphosphingomonas,Eiseniibacteriota,Ekhidna,Embleya,Emericellopsis,Emiliania,Emticicia,Endobacter,Engelhardtia,Enhydrobacter,Enhygromyxa,Ensifer,Enteractinococcus,Enterobacter,Enterococcus,Entomobacter,Entotheonella,Eremomyces,Erwinia,Erysiphe,Escherichia,Escovopsis,Eutreptiella,Eutypa,Ewingella,Exophiala,Exserohilum,Faecalibacterium,Falsigemmobacter,Falsihalocynthiibacter,Falsirhodobacter,Falsiruegeria,Fertoeibacter,Fibrella,Fibrisoma,Fibrobacter,Filimonas,Fistulifera,Flagellimonas,Flammeovirga,Flaviaesturariibacter,Flavihumibacter,Flavilitoribacter,Flavimaricola,Flavipsychrobacter,Flavisolibacter,Flavobacterium,Flexivirga,Floricoccus,Fluctibacter,Fluviicoccus,Fontibacter,Fontimonas,Fopius,Francisella,Franconibacter,Frankia,Frigidibacter,Fulvivirga,Fusarium,Fuscibacter,Fuscovulum,Galdieria,Gemmatimonas,Gemmobacter,Geobacillus,Geodermatophilus,Geopseudomonas,Georhizobium,Geosmithia,Gibberella,Gibbsiella,Gimibacter,Ginsengibacter,Glaciecola,Glarea,Gluconacetobacter,Glutamicibacter,Gnomoniopsis,Gordonia,Gottfriedia,Granulosicoccus,Haematobacter,Halalkalibacterium,Haliea,Halioglobus,Halioxenophilus,Haliscomenobacter,Haloactinospora,Haloarcula,Halococcoides,Halodurantibacterium,Haloechinothrix,Haloferax,Haloprofundus,Halopseudomonas,Halorubrum,Halostreptopolyspora,Halovibrio,Hansschlegelia,Hapsidospora,Haptolina,Hartmannibacter,Hasllibacter,Hazenella,Helianthus,Henriciella,Herbaspirillum,Herbiconiux,Herbidospora,Herminiimonas,Heterostelium,Histidinibacterium,Hoeflea,Hortaea,Hoylesella,Hoyosella,Hyaloscypha,Hydrocarboniclastica,Hydrocarboniphaga,Hydrogenophaga,Hydrotalea,Hymenobacter,Hyphodiscus,Hyphomonas,Ideonella,Inhella,Inquilinus,Intrasporangium,Isoalcanivorax,Janibacter,Jannaschia,Janthinobacterium,Jatrophihabitans,Jejubacter,Jeongeupia,Jiulongibacter,Kaistella,Kangiella,Ketobacter,Kibdelosporangium,Kineobactrum,Kineococcus,Kineosporia,Kingella,Kitasatospora,Klebsiella,Kluyvera,Knoellia,Kocuria,Kordiimonas,Kosakonia,Kushneria,Kutzneria,Labrys,Lachnellula,Lacibacter,Lampropedia,Lasiodiplodia,Lecanosticta,Leclercia,Legionella,Leifsonia,Leisingera,Lelliottia,Lentibacillus,Lentithecium,Lentzea,Leptobacterium,Leptospira,Leucobacter,Lichenicola,Limimaricola,Limnobacter,Limnovirga,Lipingzhangella,Listeria,Litoreibacter,Loktanella,Longispora,Lonsdalea,Lunatimonas,Lupinus,Luteibacter,Luteimicrobium,Luteimonas,Luteococcus,Lutibacter,Lutimaribacter,Lysinibacillus,Lysobacter,Macrophomina,Maliponia,Mangrovihabitans,Mangrovimicrobium,Mangrovivirga,Marimonas,Marinactinospora,Marinibacterium,Marinigracilibium,Marinimicrobium,Mariniradius,Marinirhabdus,Marinobacter,Marinomonas,Marinoscillum,Marinovum,Marivirga,Marivita,Marmoricola,Martelella,Massilia,Medicago,Meinhardsimonia,Mesobacterium,Mesopusillimonas,Mesorhizobium,Metapseudomonas,Metarhizium,Methylobacterium,Methylobrevis,Methylocaldum,Methyloceanibacter,Methylocella,Methyloglobulus,Methylomarinovum,Methylophaga,Methylophilus,Methylopila,Methylosinus,Microbacterium,Microbispora,Microbulbifer,Microcystis,Micromonospora,Microscilla,Microterricola,Microthyrium,Microvenator,Microvirga,Mixta,Mobilicoccus,Modestobacter,Moelleriella,Mollisia,Moniliophthora,Monosporascus,Montanilutibacter,Moorena,Motilibacter,Mucilaginibacter,Mumia,Myceligenerans,Mycena,Mycobacterium,Mycobacteroides,Mycolicibacter,Mycolicibacterium,Myxococcus,Natrarchaeobaculum,Natrinema,Natronobacterium,Natronococcus,Natronoflexus,Natronolimnobius,Natronorubrum,Natronospira,Neisseria,Neoasaia,Neobacillus,Neobodo,Neogemmobacter,Neolewinella,Neomicrococcus,Neorhizobium,Neoroseomonas,Neotabrizicola,Neptunicoccus,Neptunitalea,Nereida,Nesterenkonia,Nguyenibacter,Niabella,Niallia,Niastella,Nibrella,Nibricoccus,Nitratireductor,Niveibacterium,Nocardia,Nocardioides,Nocardiopsis,Nonlabens,Nonomuraea,Nostocoides,Noviherbaspirillum,Noviluteimonas,Novimethylophilus,Novosphingobium,OM182,Occultella,Oceanibacterium,Oceanicoccus,Oceaniradius,Oceanithermus,Oceanobacillus,Oceanococcus,Oceanomicrobium,Ochrobactrum,Octadecabacter,Oleiagrimonas,Oleiphilus,Oleispira,Oleomonas,Ophiobolus,Ophiocordyceps,Opuntia,Orbilia,Oricola,Ornithinimicrobium,Oryzomicrobium,Ottowia,Oxalicibacterium,Pacificitalea,Paenibacillus,Paeniglutamicibacter,Paenirhodobacter,Palleronia,Paludibacter,Panacagrimonas,Pandoraea,Pannonibacter,Pantoea,Paraburkholderia,Paracidovorax,Paracoccidioides,Paracoccus,Paraconexibacter,Paracraurococcus,Paractinoplanes,Parafrankia,Paragemmobacter,Parageobacillus,Paraglaciecola,Parahaliea,Paraherbaspirillum,Paramarasmius,Parapedobacter,Paraperlucidibaca,Pararhizobium,Pararhodobacter,Pararobbsia,Pararoseomonas,Parasedimentitalea,Parasphingopyxis,Parasulfitobacter,Parelaphostrongylus,Parvicella,Parvularcula,Passalora,Patulibacter,Paucibacter,Pectobacterium,Pedobacter,Pelagerythrobacter,Pelagivirga,Pelagomonas,Pelomonas,Pendulispora,Penicillium,Peptidiphaga,Peribacillus,Perlucidibaca,Permianibacter,Persicitalea,Persicobacter,Pestalotiopsis,Phaeoacremonium,Phaeobacter,Phaeocystidibacter,Phaeodactylibacter,Phaeovulum,Phenylobacterium,Phialemonium,Phialocephala,Phlyctema,Phnomibacter,Photorhabdus,Phreatobacter,Phyllobacterium,Phyllosticta,Phytobacter,Phytohabitans,Pigmentiphaga,Pilimelia,Piscinibacter,Piscinibacterium,Planctomyces,Planobispora,Planomonospora,Planosporangium,Planotetraspora,Plantactinospora,Plastorhodobacter,Plastoroseomonas,Plesiocystis,Pluralibacter,Pochonia,Podospora,Polarella,Polaribacter,Polaromonas,Polynucleobacter,Ponticoccus,Pontimicrobium,Pontivivens,Porphyridium,Povalibacter,Prauserella,Prescottella,Priestia,Primorskyibacter,Prochlorococcus,Profundibacter,Profundibacterium,Prosthecobacter,Protofrankia,Providencia,Prymnesium,Pseudaestuariivita,Pseudahrensia,Pseudaquabacterium,Pseudarthrobacter,Pseudenterobacter,Pseudidiomarina,Pseudoalteromonas,Pseudobacillus,Pseudobacteriovorax,Pseudocercospora,Pseudochrobactrum,Pseudoclavibacter,Pseudodesulfovibrio,Pseudoduganella,Pseudofrankia,Pseudogemmobacter,Pseudoglutamicibacter,Pseudohaliea,Pseudohalioglobus,Pseudohongiella,Pseudokineococcus,Pseudolysobacter,Pseudomethylobacillus,Pseudomonas,Pseudonocardia,Pseudooceanicola,Pseudooctadecabacter,Pseudophaeobacter,Pseudopithomyces,Pseudoponticoccus,Pseudoprimorskyibacter,Pseudorhizobium,Pseudorhodobacter,Pseudorhodoferax,Pseudoroseicyclus,Pseudoruegeria,Pseudosporangium,Pseudosulfitobacter,Pseudotabrizicola,Pseudotenacibaculum,Pseudothioclava,Pseudovibrio,Pseudoxanthomonas,Psychrobacter,Psychromarinibacter,Psychromicrobium,Pueribacillus,Pullulanibacillus,Pyrenophora,Pyricularia,Quercus,Quisquiliibacterium,Rahnella,Raineyella,Ralstonia,Ramlibacter,Raoultella,Rapidithrix,Rariglobus,Rasamsonia,Rasiella,Rathayibacter,Rehaibacterium,Reichenbachiella,Reyranella,Rhabdobacter,Rhabdonatronobacter,Rheinheimera,Rhizobium,Rhizocola,Rhizoctonia,Rhizophlyctis,Rhizorhabdus,Rhizosaccharibacter,Rhodanobacter,Rhodobacter,Rhodocista,Rhodococcoides,Rhodococcus,Rhodocytophaga,Rhodoferax,Rhodohalobacter,Rhodonellum,Rhodopila,Rhodopseudomonas,Rhodosalinus,Rhodospirillum,Rhodotorula,Rhodovulum,Rhynchosporium,Rhypophila,Rivibacter,Robbsia,Rohdeia,Rosa,Roseateles,Roseburia,Roseibium,Roseicella,Roseicitreum,Roseicyclus,Roseisalinus,Roseitalea,Roseivirga,Roseivivax,Rosellinia,Rosenbergiella,Roseobacter,Roseomonas,Roseovarius,Rotaria,Rothia,Rouxiella,Rubellimicrobium,Rubrivivax,Ruegeria,Rufibacter,Rugamonas,Ruixingdingia,Ruminococcus,Runella,SAR86,SAR92,Saccharibacillus,Saccharomonospora,Saccharopolyspora,Saccharothrix,Salibaculum,Salinarimonas,Salinigranum,Saliniramus,Salinisphaera,Salinispirillum,Salinomyces,Salipiger,Salmonella,Sandaracinomonas,Sarocladium,Schaalia,Scleromatobacter,Sclerotinia,Sedimentitalea,Sediminihaliea,Seohaeicola,Serinibacter,Serinicoccus,Serratia,Sheuella,Shewanella,Shimia,Shivajiella,Siccibacter,Silvimonas,Simiduia,Simplicispira,Sinimarinibacterium,Sinisalibacter,Sinomonas,Sinorhizobium,Sinosporangium,Skermanella,Sodalis,Solimicrobium,Solimonas,Sorangium,Spectribacter,Speluncibacter,Sphaceloma,Sphaerisporangium,Sphingobacterium,Sphingobium,Sphingomicrobium,Sphingomonas,Sphingopyxis,Sphingorhabdus,Spinactinospora,Spirosoma,Splendidivirga,Spongiactinospora,Spongiibacter,Sporothrix,Stachybotrys,Stagnihabitans,Stagnimonas,Staphylococcus,Starkeya,Stemphylium,Stenotrophobium,Stenotrophomonas,Steroidobacter,Streptacidiphilus,Streptococcus,Streptomonospora,Streptomyces,Streptosporangium,Stutzerimonas,Stylonychia,Subtercola,Sulfidibacter,Sulfitobacter,Svornostia,Symbiodinium,Symbiopectobacterium,Szabonella,Tabrizicola,Tahibacter,Taibaiella,Talaromyces,Tamilnaduibacter,Tangfeifania,Tardiphaga,Tateyamaria,Tatumella,Teichococcus,Tenacibaculum,Tenebrionibacter,Tepidimonas,Terasakiispira,Terrabacter,Terricaulis,Terriglobus,Tersicoccus,Tessaracoccus,Thalassobius,Thalassococcus,Thalassolituus,Thalassorhabdomicrobium,Thalassospira,Thalassovita,Thermobifida,Thermocrispum,Thermoflexibacter,Thermogutta,Thermomonas,Thermomonospora,Thioclava,Tibeticola,Tistrella,Tomitella,Tractidigestivibacter,Tranquillimonas,Trebonia,Trematosphaeria,Treponema,Trichoderma,Trichormus,Trinickia,Triparma,Tritonibacter,Tsukamurella,Tsuneonella,Tunturiibacter,Uliginosibacterium,Umezawaea,Undibacterium,Unknown,Urechidicola,Ureibacillus,Vannielia,Variovorax,Venatoribacter,Venturia,Verruconis,Verticillium,Vibrio,Vineibacter,Viridibacillus,Vitis,Vitrella,Vogesella,Vulcaniibacterium,Vulcanimicrobium,Wenjunlia,Wenxinia,Wenzhouxiangella,Williamsia,Winogradskyella,Winslowiella,Xanthomonas,Xaviernesmea,Xenophilus,Xenopus,Xiashengella,Xylanibacillus,Xylaria,Xylella,Yersinia,Yinghuangia,Yoonia,Zafaria,Zavarzinia,Zea,Zeimonas,Zhihengliuella,Zhongshania,Zoogloea,[Actinomadura],[Brevibacterium],[Clostridium],[Mycobacterium],[Pseudomonas],[Roseibacterium],[Torrubiella],bacterium,bioreactor,blood,candidate,gamma,hydrothermal,marine,metagenome,mine,termite,uncultured,unidentified
SRR28636381,0,120,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,8,0,1,0,2,0,0,2,0,0,0,3,0,0,0,3,0,0,0,4,0,3,6,0,0,201,1,0,2,1,92,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,3,0,0,0,0,0,0,3,0,2,0,30,0,0,15,0,1,10,0,0,0,2,0,0,0,5,0,0,1,0,0,0,0,9,0,0,6,0,0,369,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,40,0,0,0,10,0,3,13,0,2,0,63,3,0,11,0,0,0,5,2,0,0,58,0,0,0,3,0,1,4,0,9,1,45,0,0,0,1,0,0,2,0,3,0,0,4,0,11,0,0,0,0,1,2,0,0,11,1,0,2,7,0,2,0,5,0,0,1,0,0,0,1,0,4,0,0,0,0,0,3,0,5,5,0,0,0,0,0,1,0,0,1,3,5,14,0,2,1,1,0,0,0,0,1,0,1,0,28,1,0,8,0,5,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,8,1,0,1,0,8,0,0,1,0,0,0,2,0,0,0,4,14,0,10,0,0,0,0,45,0,2,0,0,0,0,0,0,1,0,2,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1,0,0,0,0,10,1,0,0,31,1,0,4,1,2,2,2,0,0,0,0,0,0,0,0,1,0,174,0,2,2,10,3,1,0,0,0,0,3,1,0,0,0,0,0,1,34,127,0,1,2,0,0,0,0,0,0,8,0,0,0,0,11,11,13,1,0,12,0,0,0,0,3,4,5,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,10,0,0,0,1,0,0,0,0,0,1,1,7,1,0,1,0,20,6,0,1,2,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,12,0,0,0,0,0,4,0,1,1,0,0,0,1,0,0,7,0,5,1,0,0,1,1,0,0,24,0,0,0,0,9,0,1,27,0,0,5,0,0,0,0,2,2,0,17,5,1,0,6,0,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,85,3,0,35,0,0,5,0,0,0,0,0,0,2,2,1,3,0,0,0,0,5,0,0,1,0,1,0,0,0,2,0,0,2,0,15,27,4,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,4,2,1,0,1,0,0,72,10,0,5,0,5,4,1,6,0,1,1,0,0,6,61,3,0,1,0,0,0,0,0,2,0,0,0,0,1,5,0,0,1,0,1,37,1,3,0,0,5,1,0,5,0,0,0,0,8,0,3,0,0,0,0,0,0,1,9,0,0,15,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,2,21,4,5,0,0,1,1,0,0,62,0,0,1,0,1,0,0,4,0,10,1,0,0,1,2,0,0,2,2,1,0,0,2,2,127,0,0,0,0,10,11,0,0,1,2,1,0,8,0,0,12,5,0,0,26,2,1,0,0,0,0,14,0,4,96,0,2,0,0,7,0,0,1,0,0,2,0,0,2,0,1,0,0,11,6,0,5,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,0,3,2,0,0,0,1,6,1,0,0,32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,12,0,0,0,0,1,11,0,50,133,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,6,116,4,0,0,1,2,0,0,0,0,0,8,3,0,0,0,1,3,0,0,2,0,0,8,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,3,10,1,13,0,0,1,0,0,2,6,0,0,0,0,0,0,5,48,0,0,0,0,0,0,0,0,33,0,9,40,41,0,1,0,2,0,0,0,13,5,0,1,9,0,1,15,2,0,0,1,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,20,0,0,12,5,0
SRR23961995,0,201,0,0,2,0,5,0,3,0,0,0,0,1,13,0,0,0,0,0,1,0,5,0,0,0,6,0,0,1,4,0,0,8,1,0,0,0,0,0,8,6,1,0,3,0,0,506,3,0,4,0,152,0,2,0,0,0,0,1,0,0,0,0,4,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,32,0,0,38,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,8,1,10,1,0,9,0,1,1506,0,0,3,4,0,0,0,0,0,1,94,0,0,3,0,0,118,0,0,0,21,0,2,33,0,4,0,106,41,0,39,1,0,0,23,3,0,0,99,0,0,1,2,0,2,2,2,12,0,83,0,0,0,5,0,0,1,0,4,0,0,1,0,17,0,9,1,4,0,6,0,0,13,3,0,0,13,0,0,0,30,2,0,0,1,0,0,1,0,12,2,0,0,1,0,4,0,7,21,0,0,2,0,1,5,0,0,1,1,6,27,1,1,0,1,1,0,1,0,0,0,2,1,47,0,1,45,3,7,0,8,6,0,5,0,2,0,0,6,0,0,0,0,2,26,0,1,0,0,15,0,0,2,0,0,1,4,0,0,1,5,28,0,20,0,1,3,0,81,2,3,3,0,2,1,1,2,3,1,0,9,1,0,5,0,2,0,0,0,0,5,0,11,0,0,0,0,0,16,4,0,0,0,0,18,3,0,6,51,0,0,6,8,18,1,1,0,0,0,1,0,0,1,0,0,2,294,2,7,25,11,6,0,0,0,0,0,10,0,1,0,0,0,0,0,75,242,0,2,1,0,6,3,0,1,0,25,0,0,1,1,32,14,48,0,0,22,2,1,2,0,1,4,7,0,4,0,1,70,6,1,0,0,0,0,0,0,0,2,7,0,7,9,0,3,3,2,1,1,0,1,0,0,0,6,0,0,7,7,0,1,0,39,7,0,0,5,0,0,4,2,7,1,3,1,1,0,0,0,0,0,0,0,1,10,0,5,2,0,1,0,0,0,0,0,1,1,2,19,0,1,0,12,0,0,0,0,1,26,2,0,0,3,0,0,2,0,0,14,0,0,0,0,0,0,0,0,4,21,1,0,0,0,9,1,10,62,1,0,8,5,0,0,1,0,1,0,35,1,1,0,2,1,4,2,3,6,1,0,0,0,1,2,0,0,1,1,4,2,0,0,219,2,3,50,0,0,9,0,0,2,1,0,0,4,1,2,4,0,0,0,2,6,0,0,3,0,0,1,1,0,0,0,3,1,0,32,102,1,1,4,15,1,0,2,29,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,28,0,0,1,5,0,0,1,2,56,19,0,1,0,10,4,4,10,0,13,6,0,0,10,264,2,0,2,0,0,0,0,2,27,0,1,2,1,0,2,0,0,1,0,2,78,0,9,2,0,2,0,0,10,0,0,1,1,9,2,16,0,2,0,0,1,0,2,12,0,0,14,1,1,8,0,0,1,0,1,0,0,0,0,0,2,1,3,1,0,0,5,0,3,27,0,1,0,0,0,0,0,19,0,2,0,0,0,4,0,0,1,8,0,0,0,0,0,2,35,3,2,0,2,3,4,0,0,118,0,0,1,0,3,0,0,2,0,15,0,0,0,3,0,0,0,11,0,2,0,1,6,1,184,0,0,0,2,52,39,0,0,0,11,1,0,18,0,0,21,0,0,1,36,3,0,0,0,0,1,11,0,5,222,0,7,0,0,4,0,0,2,1,0,32,0,2,0,0,0,2,0,13,8,0,0,0,0,0,2,1,0,8,2,3,0,7,0,0,2,1,0,0,0,2,2,9,0,1,4,1,0,0,88,0,5,2,0,1,0,0,0,0,0,0,1,0,1,1,2,0,7,0,0,8,0,0,0,2,1,1,0,2,3,1,0,0,0,3,6,0,0,0,3,2,28,0,86,275,1,0,2,0,0,0,1,0,2,0,0,0,0,0,5,0,0,0,9,262,4,0,0,2,0,0,0,1,0,0,24,1,0,0,0,1,6,0,0,0,0,0,18,1,0,6,1,1,0,0,1,0,0,10,0,5,0,0,16,2,0,32,0,0,3,2,0,0,55,0,1,0,0,0,1,9,29,2,0,5,1,0,0,0,0,49,0,12,253,74,0,1,0,0,0,0,0,11,13,0,0,11,1,0,29,8,0,0,1,3,0,1,0,0,0,0,0,0,2,0,4,0,1,0,0,0,2,0,1,4,4,0,0,0,4,46,0,3,15,8,0
